OO	Temperature	Location
56	16.16974194	Plant
100	16.16974194	Plant
96	16.16974194	Plant
38	16.16974194	Plant
37	16.18806452	Plant
52	16.18806452	Plant
53	16.18806452	Plant
42	16.18806452	Plant
794	16.2	Non-saline
47	16.2	Saline
39	16.2	Saline
79	16.2	Saline
77	16.2	Saline
78	16.2	Saline
252	16.2	Non-saline
27	16.2	Non-saline
181	16.2	Non-saline
1325	16.2	Non-saline
288	16.2	Non-saline
229	16.2	Non-saline
892	16.2	Non-saline
181	16.22	Non-saline
175	16.22	Non-saline
199	16.23	Non-saline
197	16.26	Non-saline
258	16.28	Non-saline
335	16.3	Non-saline
280	16.3	Non-saline
203	16.3	Non-saline
322	16.3	Non-saline
362	16.3	Non-saline
294	16.3	Non-saline
752	16.3	Non-saline
304	16.3	Non-saline
252	16.3	Non-saline
642	16.3	Non-saline
713	16.3	Non-saline
133	16.3	Non-saline
452	16.3	Non-saline
259	16.3	Non-saline
320	16.3	Non-saline
264	16.3	Non-saline
1692	16.3	Non-saline
191	16.31	Non-saline
133	16.32	Non-saline
209	16.33	Non-saline
344	16.37	Non-saline
334	16.37	Non-saline
203	16.4	Non-saline
252	16.4	Non-saline
304	16.4	Non-saline
213	16.4	Non-saline
189	16.4	Non-saline
175	16.4	Non-saline
322	16.4	Non-saline
1181	16.4	Non-saline
784	16.4	Non-saline
153	16.4	Non-saline
21	16.4	Non-saline
365	16.42	Non-saline
136	16.45	Saline
108	16.45	Saline
111	16.45	Saline
147	16.45	Saline
184	16.45	Non-saline
141	16.45	Non-saline
248	16.46	Non-saline
240	16.5	Non-saline
574	16.5	Non-saline
696	16.5	Non-saline
242	16.5	Non-saline
372	16.5	Non-saline
1320	16.5	Non-saline
370	16.5	Non-saline
443	16.5	Non-saline
855	16.5	Non-saline
248	16.5	Non-saline
513	16.5	Non-saline
536	16.5	Non-saline
238	16.5	Non-saline
2030	16.5	Non-saline
256	16.5	Non-saline
208	16.5	Non-saline
1372	16.5	Non-saline
272	16.52	Non-saline
432	16.57	Non-saline
270	16.59	Non-saline
293	16.6	Non-saline
310	16.6	Non-saline
401	16.6	Non-saline
476	16.6	Non-saline
86	16.6	Non-saline
207	16.6	Non-saline
302	16.6	Non-saline
397	16.6	Non-saline
212	16.6	Non-saline
298	16.6	Non-saline
152	16.6	Non-saline
462	16.6	Non-saline
451	16.6	Non-saline
191	16.6	Plant
161	16.6	Plant
189	16.6	Plant
121	16.6	Plant
273	16.6	Plant
157	16.6	Plant
113	16.6	Plant
119	16.6	Plant
56	16.6	Plant
164	16.6	Plant
133	16.6	Plant
137	16.6	Plant
92	16.6	Plant
59	16.6	Plant
88	16.6	Plant
157	16.6	Plant
243	16.6	Plant
151	16.6	Plant
224	16.6	Plant
128	16.6	Plant
162	16.6	Plant
166	16.6	Plant
166	16.6	Plant
131	16.6	Plant
79	16.6	Plant
1274	16.66	Non-saline
229	16.66	Non-saline
236	16.66	Non-saline
94	16.68970968	Plant
163	16.68970968	Plant
145	16.68970968	Plant
156	16.68970968	Plant
329	16.7	Non-saline
241	16.7	Non-saline
335	16.7	Non-saline
187	16.7	Non-saline
526	16.7	Non-saline
194	16.7	Non-saline
163	16.7	Non-saline
104	16.7	Non-saline
323	16.7	Non-saline
311	16.7	Non-saline
439	16.7	Non-saline
1665	16.7	Non-saline
177	16.7	Non-saline
146	16.7	Plant
97	16.7	Plant
104	16.7	Plant
130	16.7	Plant
110	16.7	Plant
120	16.7	Plant
113	16.7	Plant
113	16.7	Plant
86	16.7	Plant
102	16.7	Plant
71	16.7	Plant
78	16.7	Plant
162	16.7	Plant
124	16.7	Plant
113	16.7	Plant
96	16.7	Plant
168	16.7	Plant
123	16.7	Plant
78	16.7	Plant
162	16.7	Plant
122	16.71266129	Plant
134	16.71266129	Plant
143	16.71266129	Plant
161	16.71266129	Plant
196	16.71266129	Plant
176	16.73	Non-saline
175	16.74	Non-saline
154	16.78	Non-saline
144	16.78	Non-saline
250	16.8	Non-saline
146	16.8	Non-saline
83	16.8	Non-saline
237	16.8	Non-saline
233	16.8	Non-saline
287	16.8	Non-saline
197	16.8	Plant
121	16.8	Plant
205	16.8	Plant
267	16.8	Plant
174	16.8	Plant
254	16.8	Plant
131	16.8	Plant
250	16.8	Plant
263	16.8	Plant
97	16.8	Plant
84	16.8	Plant
173	16.8	Plant
139	16.8	Plant
112	16.8	Plant
148	16.8	Plant
96	16.8	Plant
89	16.8	Plant
126	16.8	Plant
88	16.8	Plant
89	16.8	Plant
98	16.8	Plant
103	16.8	Plant
116	16.8	Plant
124	16.8	Plant
151	16.8	Plant
233	16.8	Plant
127	16.8	Plant
165	16.8	Plant
244	16.81	Non-saline
227	16.81	Non-saline
266	16.81	Non-saline
153	16.82	Non-saline
143	16.82	Non-saline
79	16.83	Non-saline
804	16.9	Non-saline
1299	16.9	Non-saline
136	16.9	Non-saline
213	16.9	Non-saline
147	16.9	Non-saline
721	16.9	Non-saline
71	16.9	Non-saline
708	16.9	Non-saline
172	16.9	Non-saline
589	16.9	Non-saline
434	16.9	Non-saline
240	16.9	Non-saline
265	16.9	Non-saline
427	16.9	Non-saline
453	16.9	Non-saline
290	16.9	Non-saline
118	16.9	Plant
72	16.9	Plant
44	16.9	Plant
61	16.9	Plant
46	16.9	Plant
51	16.9	Plant
36	16.9	Plant
179	16.9	Plant
134	16.9	Plant
106	16.9	Plant
189	16.9	Plant
57	16.9	Plant
173	16.9	Plant
152	16.9	Plant
128	16.9	Plant
85	16.9	Plant
197	16.9	Plant
86	16.9	Plant
65	16.9	Plant
203	16.9	Plant
99	16.9	Plant
132	16.9	Plant
129	16.9	Plant
75	16.9	Plant
87	16.9	Plant
212	16.9	Plant
269	16.9	Plant
140	16.9	Plant
113	16.9	Plant
220	16.9	Plant
79	16.9	Plant
115	16.9	Plant
118	16.9	Plant
131	16.9	Plant
221	16.9	Plant
186	16.9	Plant
190	16.9	Plant
90	16.9	Plant
149	16.9	Plant
174	16.9	Plant
82	16.9	Plant
33	16.9	Plant
145	16.9	Plant
96	16.9	Plant
197	16.9	Plant
119	16.9	Plant
150	16.9	Plant
95	16.9	Plant
122	16.9	Plant
107	16.9	Plant
132	16.9	Plant
98	16.9	Plant
114	16.9	Plant
165	16.9	Plant
130	16.9	Plant
148	16.9	Plant
135	16.9	Plant
186	16.9	Plant
146	16.9	Plant
186	16.9	Plant
136	16.9	Plant
94	16.9	Plant
190	16.9	Plant
93	16.9	Plant
83	16.9	Plant
120	16.9	Plant
52	16.9	Plant
175	16.9	Plant
108	16.9	Plant
105	16.9	Plant
133	16.9	Plant
77	16.9	Plant
170	16.9	Plant
44	16.9	Plant
60	16.9	Plant
245	16.91	Non-saline
74	16.93703226	Plant
97	16.93703226	Plant
69	16.93703226	Plant
78	16.93703226	Plant
59	16.93703226	Plant
202	16.95	Non-saline
195	16.97	Saline
182	16.97	Saline
195	16.97	Saline
196	16.97	Saline
295	16.97	Non-saline
311	16.98	Plant
156	16.98	Plant
108	16.98	Plant
87	16.98	Plant
150	16.98	Plant
125	16.98	Plant
119	16.98	Plant
215	16.98	Plant
191	16.98	Plant
234	16.98	Plant
185	17	Saline
212	17	Saline
337	17	Saline
580	17	Saline
153	17	Saline
491	17	Saline
159	17	Saline
210	17	Saline
175	17	Saline
296	17	Saline
608	17	Saline
606	17	Saline
463	17	Saline
494	17	Saline
212	17	Saline
215	17	Saline
560	17	Non-saline
388	17	Non-saline
387	17	Non-saline
197	17	Non-saline
166	17	Non-saline
59	17	Non-saline
1565	17	Non-saline
245	17	Non-saline
587	17	Non-saline
282	17	Non-saline
124	17	Plant
159	17	Plant
81	17	Plant
131	17	Plant
97	17	Plant
56	17	Plant
49	17	Plant
176	17	Plant
108	17	Plant
110	17	Plant
123	17	Plant
149	17	Plant
88	17	Plant
167	17	Plant
352	17	Plant
118	17	Plant
221	17	Plant
130	17.04	Non-saline
299	17.06	Non-saline
131	17.07794758	Plant
144	17.07794758	Plant
142	17.07794758	Plant
189	17.07794758	Plant
177	17.07794758	Plant
451	17.0833	Saline
308	17.1	Non-saline
258	17.1	Non-saline
459	17.1	Non-saline
72	17.1	Non-saline
298	17.1	Non-saline
304	17.1	Non-saline
286	17.1	Non-saline
33	17.1	Non-saline
54	17.1	Non-saline
309	17.1	Non-saline
265	17.1	Non-saline
69	17.1	Non-saline
750	17.1	Non-saline
225	17.11783871	Plant
200	17.11783871	Plant
111	17.11783871	Plant
324	17.11783871	Plant
93	17.11783871	Plant
324	17.12	Non-saline
199	17.16	Plant
219	17.16	Plant
179	17.16	Plant
134	17.16	Plant
134	17.16	Plant
110	17.16	Plant
94	17.16	Plant
169	17.16	Plant
237	17.16	Plant
204	17.2	Non-saline
197	17.2	Non-saline
123	17.2	Non-saline
74	17.2	Non-saline
374	17.2	Non-saline
568	17.2	Non-saline
345	17.2	Non-saline
1919	17.2	Non-saline
320	17.2	Non-saline
262	17.2	Non-saline
321	17.2	Non-saline
229	17.23	Non-saline
131	17.23	Non-saline
115	17.23	Non-saline
100	17.25	Non-saline
278	17.27	Non-saline
318	17.3	Non-saline
245	17.3	Non-saline
385	17.3	Non-saline
601	17.3	Non-saline
130	17.3	Non-saline
350	17.3	Non-saline
147	17.3	Non-saline
1560	17.3	Non-saline
181	17.3	Non-saline
298	17.3	Non-saline
348	17.3	Non-saline
609	17.3	Non-saline
129	17.3	Non-saline
162	17.3	Non-saline
318	17.3	Non-saline
301	17.31	Non-saline
55	17.322	Plant
48	17.322	Plant
73	17.322	Plant
35	17.322	Plant
46	17.322	Plant
190	17.322	Plant
183	17.322	Plant
133	17.322	Plant
149	17.322	Plant
104	17.32393548	Plant
125	17.32393548	Plant
78	17.32393548	Plant
116	17.32393548	Plant
178	17.33775806	Plant
118	17.33775806	Plant
101	17.33775806	Plant
235	17.36	Non-saline
228	17.36	Non-saline
194	17.3601	Plant
332	17.3601	Plant
292	17.3601	Plant
67	17.3601	Plant
140	17.3601	Plant
174	17.3601	Plant
73	17.3601	Plant
66	17.3601	Plant
61	17.3601	Plant
66	17.3601	Plant
90	17.3601	Plant
88	17.3601	Plant
37	17.3601	Plant
83	17.3601	Plant
38	17.3601	Plant
365	17.38	Non-saline
400	17.4	Non-saline
410	17.4	Non-saline
104	17.4	Non-saline
392	17.4	Non-saline
144	17.4	Non-saline
306	17.4	Non-saline
263	17.4	Non-saline
109	17.4	Non-saline
411	17.403	Saline
409	17.42	Non-saline
118	17.43	Non-saline
209	17.43	Non-saline
200	17.43	Non-saline
173	17.45	Non-saline
274	17.5	Non-saline
254	17.5	Non-saline
231	17.5	Non-saline
191	17.5	Non-saline
307	17.5	Non-saline
271	17.5	Non-saline
18	17.5	Non-saline
167	17.5	Non-saline
127	17.5	Non-saline
278	17.5	Non-saline
415	17.52	Non-saline
271	17.52	Non-saline
239	17.52	Non-saline
306	17.53	Non-saline
259	17.58	Non-saline
254	17.59	Non-saline
1266	17.6	Non-saline
1312	17.6	Non-saline
1130	17.6	Non-saline
1141	17.6	Non-saline
1123	17.6	Non-saline
1012	17.6	Non-saline
1167	17.6	Non-saline
1025	17.6	Non-saline
1095	17.6	Non-saline
1154	17.6	Non-saline
1069	17.6	Non-saline
1167	17.6	Non-saline
1052	17.6	Non-saline
1099	17.6	Non-saline
1074	17.6	Non-saline
1053	17.6	Non-saline
1097	17.6	Non-saline
1075	17.6	Non-saline
1134	17.6	Non-saline
1125	17.6	Non-saline
1070	17.6	Non-saline
1086	17.6	Non-saline
1316	17.6	Non-saline
1122	17.6	Non-saline
1309	17.6	Non-saline
1276	17.6	Non-saline
1187	17.6	Non-saline
438	17.6	Non-saline
229	17.6	Non-saline
312	17.6	Non-saline
180	17.6	Non-saline
370	17.6	Non-saline
278	17.6	Non-saline
198	17.6	Non-saline
187	17.6	Non-saline
54	17.6	Non-saline
277	17.6	Non-saline
437	17.6	Non-saline
1218	17.6	Non-saline
305	17.6	Non-saline
201	17.6	Plant
156	17.6	Plant
145	17.6	Plant
131	17.6	Plant
109	17.6	Plant
127	17.6	Plant
173	17.6	Plant
232	17.6	Plant
189	17.6	Plant
170	17.6	Plant
192	17.6	Plant
136	17.6	Plant
136	17.6	Plant
157	17.6	Plant
122	17.6	Plant
157	17.6	Plant
137	17.6	Plant
116	17.6	Plant
66	17.6	Plant
187	17.6	Plant
111	17.6	Plant
170	17.6	Plant
172	17.6	Plant
161	17.6	Plant
136	17.6	Plant
158	17.6	Plant
89	17.6	Plant
202	17.61	Non-saline
145	17.61046371	Plant
97	17.61046371	Plant
150	17.61046371	Plant
79	17.61046371	Plant
94	17.61046371	Plant
126	17.61046371	Plant
136	17.61046371	Plant
143	17.61046371	Plant
117	17.61046371	Plant
159	17.61046371	Plant
161	17.61046371	Plant
79	17.61046371	Plant
129	17.61046371	Plant
71	17.61046371	Plant
105	17.61046371	Plant
193	17.62	Non-saline
250	17.66	Non-saline
354	17.67	Non-saline
288	17.68	Non-saline
168	17.68553125	Plant
212	17.68553125	Plant
216	17.68553125	Plant
169	17.68553125	Plant
197	17.68553125	Plant
278	17.68553125	Plant
141	17.68553125	Plant
185	17.68553125	Plant
153	17.68553125	Plant
91	17.68553125	Plant
122	17.7	Non-saline
165	17.7	Non-saline
287	17.7	Non-saline
172	17.7	Non-saline
219	17.7	Non-saline
983	17.7	Non-saline
256	17.7	Non-saline
1097	17.7	Non-saline
301	17.7	Non-saline
181	17.7	Plant
125	17.7	Plant
94	17.7	Plant
120	17.7	Plant
105	17.7	Plant
120	17.7	Plant
49	17.7	Plant
152	17.7	Plant
130	17.7	Plant
203	17.7	Plant
153	17.7	Plant
132	17.7	Plant
129	17.7	Plant
104	17.7	Plant
113	17.7	Plant
82	17.7	Plant
129	17.7	Plant
88	17.7	Plant
110	17.7	Plant
178	17.7	Plant
153	17.7	Plant
91	17.70089655	Plant
116	17.70089655	Plant
111	17.70089655	Plant
103	17.70089655	Plant
73	17.70089655	Plant
120	17.70089655	Plant
102	17.70089655	Plant
62	17.70089655	Plant
119	17.70089655	Plant
83	17.70089655	Plant
150	17.70089655	Plant
221	17.70089655	Plant
204	17.70089655	Plant
170	17.70089655	Plant
170	17.70089655	Plant
230	17.72	Non-saline
246	17.72	Non-saline
270	17.72	Non-saline
140	17.73	Non-saline
134	17.73	Non-saline
244	17.75832759	Plant
233	17.75832759	Plant
460	17.75832759	Plant
242	17.75832759	Plant
118	17.75832759	Plant
238	17.75832759	Plant
187	17.75832759	Plant
88	17.75832759	Plant
79	17.75832759	Plant
97	17.75832759	Plant
139	17.75832759	Plant
200	17.75832759	Plant
186	17.75832759	Plant
110	17.75832759	Plant
256	17.76	Non-saline
173	17.77	Non-saline
129	17.77	Non-saline
247	17.77	Non-saline
287	17.8	Non-saline
497	17.8	Non-saline
127	17.8	Non-saline
79	17.8	Non-saline
304	17.8	Non-saline
299	17.8	Non-saline
223	17.8	Non-saline
242	17.8	Non-saline
30	17.8	Non-saline
245	17.8	Non-saline
306	17.83	Non-saline
63	17.843375	Plant
73	17.843375	Plant
122	17.843375	Plant
124	17.843375	Plant
183	17.843375	Plant
125	17.843375	Plant
174	17.843375	Plant
377	17.85	Non-saline
325	17.85	Non-saline
268	17.86	Non-saline
176	17.86	Non-saline
225	17.87	Non-saline
281	17.87	Non-saline
252	17.88	Non-saline
221	17.9	Non-saline
287	17.9	Non-saline
496	17.9	Non-saline
78	17.9	Non-saline
125	17.9	Non-saline
174	17.9	Non-saline
614	17.9	Non-saline
678	17.9	Non-saline
481	17.9	Non-saline
420	17.9	Non-saline
391	17.9	Non-saline
280	17.9	Non-saline
1479	17.9	Non-saline
202	17.91241379	Plant
81	17.91241379	Plant
96	17.91241379	Plant
240	17.91241379	Plant
132	17.91241379	Plant
151	17.91241379	Plant
178	17.91241379	Plant
199	17.91241379	Plant
166	17.91241379	Plant
138	17.91241379	Plant
177	17.91744828	Plant
97	17.91744828	Plant
99	17.91744828	Plant
120	17.91744828	Plant
159	17.91744828	Plant
183	17.91744828	Plant
226	17.91744828	Plant
224	17.91744828	Plant
268	17.91744828	Plant
224	17.91744828	Plant
270	17.91744828	Plant
141	17.91744828	Plant
186	17.91744828	Plant
87	17.91744828	Plant
246	17.92	Non-saline
135	17.93	Non-saline
113	17.93	Non-saline
251	17.93	Non-saline
222	17.93	Non-saline
122	17.95	Non-saline
258	17.95	Non-saline
185	17.95	Non-saline
167	17.95	Non-saline
244	17.98	Non-saline
101	17.98229032	Plant
92	17.98229032	Plant
144	17.98229032	Plant
91	17.98229032	Plant
62	17.98229032	Plant
137	17.98229032	Plant
133	17.98229032	Plant
204	17.98229032	Plant
191	17.98229032	Plant
142	17.98229032	Plant
330	17.9958	Saline
227	18	Non-saline
323	18	Non-saline
748	18	Non-saline
449	18	Non-saline
337	18	Non-saline
508	18	Non-saline
229	18	Non-saline
224	18	Non-saline
206	18	Non-saline
233	18	Non-saline
191	18	Non-saline
260	18	Non-saline
270	18	Non-saline
18	18	Non-saline
414	18	Non-saline
247	18	Non-saline
352	18	Non-saline
61	18	Plant
118	18	Plant
42	18	Plant
37	18	Plant
113	18	Plant
89	18	Plant
142	18	Plant
54	18	Plant
93	18	Plant
103	18	Plant
253	18	Plant
228	18	Plant
177	18	Plant
134	18	Plant
208	18	Plant
295	18	Plant
235	18	Plant
284	18	Plant
99	18	Plant
54	18	Plant
116	18	Plant
124	18	Plant
96	18	Plant
92	18	Plant
60	18	Plant
56	18	Plant
118	18	Plant
62	18	Plant
87	18	Plant
172	18	Plant
96	18	Plant
118	18	Plant
143	18	Plant
136	18	Plant
71	18	Plant
53	18	Plant
104	18	Plant
317	18	Plant
316	18	Plant
296	18	Plant
245	18	Plant
250	18	Plant
117	18	Plant
224	18	Plant
133	18	Plant
224	18	Plant
160	18	Plant
208	18	Plant
176	18	Plant
176	18	Plant
170	18	Plant
269	18	Plant
762	18	Plant
182	18	Plant
249	18	Plant
160	18	Plant
164	18	Plant
137	18	Plant
189	18	Plant
208	18	Plant
133	18	Plant
225	18	Plant
361	18	Plant
312	18	Plant
295	18	Plant
148	18	Plant
228	18	Plant
183	18	Plant
194	18	Plant
175	18	Plant
111	18	Plant
111	18	Plant
151	18	Plant
125	18	Plant
178	18	Plant
94	18	Plant
122	18	Plant
214	18	Plant
176	18	Plant
145	18	Plant
223	18	Plant
188	18	Plant
99	18	Plant
49	18	Plant
156	18	Plant
63	18	Plant
132	18	Plant
162	18	Plant
230	18	Plant
135	18	Plant
77	18	Plant
172	18	Plant
190	18	Plant
113	18	Plant
136	18	Plant
56	18	Plant
165	18	Plant
214	18	Plant
166	18	Plant
134	18	Plant
143	18	Plant
121	18	Plant
88	18	Plant
179	18	Plant
82	18	Plant
91	18	Plant
104	18	Plant
179	18	Plant
93	18	Plant
145	18	Plant
160	18	Plant
99	18	Plant
222	18.02	Non-saline
213	18.02	Non-saline
401	18.02558621	Plant
114	18.02558621	Plant
124	18.02558621	Plant
161	18.02558621	Plant
81	18.02558621	Plant
210	18.02558621	Plant
108	18.02558621	Plant
144	18.02558621	Plant
136	18.02558621	Plant
123	18.02558621	Plant
128	18.03	Non-saline
136	18.03	Non-saline
126	18.03596774	Plant
74	18.03596774	Plant
194	18.03596774	Plant
184	18.03596774	Plant
263	18.03596774	Plant
210	18.03596774	Plant
475	18.06	Non-saline
93	18.06498276	Plant
182	18.06498276	Plant
143	18.06498276	Plant
117	18.06498276	Plant
150	18.06498276	Plant
146	18.06498276	Plant
323	18.06498276	Plant
307	18.06498276	Plant
213	18.06498276	Plant
310	18.06498276	Plant
177	18.07869355	Plant
280	18.07869355	Plant
272	18.07869355	Plant
211	18.07869355	Plant
171	18.07869355	Plant
351	18.08	Non-saline
172	18.0941129	Plant
311	18.0941129	Plant
256	18.0941129	Plant
201	18.0941129	Plant
345	18.1	Non-saline
104	18.1	Non-saline
140	18.1	Non-saline
245	18.1	Non-saline
196	18.1	Non-saline
174	18.1	Non-saline
143	18.1	Non-saline
520	18.1	Non-saline
1721	18.1	Non-saline
239	18.1	Non-saline
721	18.1	Non-saline
1817	18.1	Non-saline
1855	18.1	Non-saline
350	18.1035	Plant
345	18.1035	Plant
129	18.1035	Plant
196	18.1035	Plant
149	18.1035	Plant
100	18.1035	Plant
133	18.1035	Plant
130	18.1035	Plant
174	18.1035	Plant
135	18.13837097	Plant
192	18.13837097	Plant
97	18.13837097	Plant
109	18.13837097	Plant
93	18.13837097	Plant
239	18.14	Non-saline
187	18.14	Non-saline
182	18.15	Non-saline
135	18.17907246	Plant
159	18.17907246	Plant
190	18.17907246	Plant
172	18.17907246	Plant
72	18.17907246	Plant
284	18.18	Non-saline
288	18.2	Non-saline
298	18.2	Non-saline
414	18.2	Non-saline
293	18.2	Non-saline
316	18.2	Non-saline
293	18.2	Non-saline
1493	18.2	Non-saline
170	18.2	Non-saline
201	18.22	Non-saline
199	18.22	Non-saline
274	18.25	Non-saline
291	18.25	Non-saline
307	18.26	Non-saline
333	18.28	Non-saline
265	18.29	Non-saline
262	18.29	Non-saline
239	18.3	Non-saline
178	18.3	Non-saline
345	18.3	Non-saline
213	18.3	Non-saline
141	18.3	Plant
61	18.3	Plant
68	18.3	Plant
71	18.3	Plant
59	18.3	Plant
267	18.3	Plant
187	18.3	Plant
198	18.3	Plant
206	18.3	Plant
105	18.3	Plant
70	18.3	Plant
99	18.3	Plant
81	18.3	Plant
71	18.3	Plant
109	18.3	Plant
136	18.3	Plant
138	18.3	Plant
113	18.3	Plant
143	18.3	Plant
97	18.3	Plant
96	18.3	Plant
92	18.3	Plant
131	18.3	Plant
180	18.3	Plant
92	18.3	Plant
60	18.3	Plant
64	18.3	Plant
107	18.3	Plant
99	18.3	Plant
92	18.3	Plant
77	18.3	Plant
144	18.3	Plant
155	18.3	Plant
210	18.3	Plant
108	18.3	Plant
124	18.3	Plant
94	18.3	Plant
144	18.3	Plant
136	18.3	Plant
227	18.3	Plant
163	18.3	Plant
104	18.3	Plant
168	18.3	Plant
202	18.3	Plant
76	18.3	Plant
155	18.3	Plant
121	18.3	Plant
243	18.3	Plant
122	18.3	Plant
117	18.3	Plant
155	18.3	Plant
58	18.3	Plant
149	18.3	Plant
170	18.3	Plant
212	18.3	Plant
64	18.3	Plant
134	18.3	Plant
203	18.3	Plant
77	18.3	Plant
177	18.3	Plant
134	18.3	Plant
175	18.31466667	Plant
148	18.31466667	Plant
135	18.31466667	Plant
132	18.31466667	Plant
150	18.3761	Saline
135	18.38	Non-saline
129	18.38	Non-saline
725	18.4	Non-saline
811	18.4	Non-saline
423	18.4	Non-saline
776	18.4	Non-saline
365	18.4	Non-saline
622	18.4	Non-saline
660	18.4	Non-saline
723	18.4	Non-saline
821	18.4	Non-saline
842	18.4	Non-saline
173	18.4	Non-saline
150	18.4	Non-saline
167	18.4	Non-saline
171	18.4	Non-saline
193	18.4	Non-saline
169	18.4	Non-saline
164	18.4	Non-saline
132	18.4	Non-saline
116	18.4	Non-saline
849	18.4	Non-saline
119	18.4	Non-saline
111	18.4	Non-saline
201	18.4	Non-saline
162	18.4	Non-saline
247	18.4	Non-saline
301	18.4	Non-saline
265	18.4	Non-saline
480	18.4	Non-saline
80	18.4	Non-saline
220	18.4	Non-saline
201	18.4	Non-saline
410	18.4	Non-saline
391	18.4	Non-saline
200	18.4	Non-saline
336	18.4	Non-saline
191	18.4	Non-saline
134	18.4	Non-saline
206	18.4255	Plant
157	18.4255	Plant
104	18.4255	Plant
208	18.4255	Plant
174	18.4255	Plant
135	18.4255	Plant
205	18.43	Non-saline
186	18.43	Non-saline
686	18.44	Saline
913	18.44	Saline
186	18.48	Non-saline
174	18.48	Non-saline
742	18.49	Saline
214	18.5	Non-saline
224	18.5	Non-saline
223	18.5	Non-saline
233	18.5	Non-saline
320	18.5	Non-saline
350	18.5	Non-saline
249	18.5	Non-saline
333	18.5	Non-saline
307	18.5	Non-saline
338	18.5	Non-saline
165	18.51	Non-saline
136	18.51	Non-saline
427	18.53	Non-saline
229	18.54	Non-saline
812	18.58	Saline
533	18.6	Non-saline
389	18.6	Non-saline
562	18.6	Non-saline
482	18.6	Non-saline
595	18.6	Non-saline
659	18.6	Non-saline
93	18.6	Non-saline
124	18.6	Non-saline
131	18.6	Non-saline
130	18.6	Non-saline
107	18.6	Non-saline
108	18.6	Non-saline
89	18.6	Non-saline
114	18.6	Non-saline
73	18.6	Non-saline
89	18.6	Non-saline
67	18.6	Non-saline
98	18.6	Non-saline
121	18.6	Non-saline
149	18.6	Non-saline
311	18.6	Non-saline
271	18.6	Non-saline
283	18.6	Non-saline
187	18.6	Non-saline
138	18.6	Non-saline
155	18.6	Non-saline
250	18.6	Non-saline
402	18.6	Non-saline
458	18.6	Non-saline
396	18.6	Non-saline
413	18.6	Non-saline
112	18.6	Non-saline
205	18.6	Non-saline
124	18.6	Non-saline
345	18.6	Non-saline
291	18.6	Non-saline
281	18.6	Non-saline
240	18.6	Non-saline
278	18.6	Non-saline
97	18.63216667	Plant
169	18.63216667	Plant
178	18.63216667	Plant
195	18.64	Non-saline
174	18.64	Non-saline
148	18.67	Non-saline
147	18.67	Non-saline
147	18.68	Non-saline
435	18.7	Saline
242	18.7	Saline
162	18.7	Saline
164	18.7	Saline
826	18.7	Saline
879	18.7	Saline
71	18.7	Saline
249	18.7	Non-saline
243	18.7	Non-saline
166	18.7	Non-saline
83	18.7	Non-saline
343	18.7	Non-saline
367	18.7	Non-saline
158	18.7	Non-saline
173	18.7	Non-saline
371	18.7	Non-saline
193	18.73	Non-saline
178	18.73	Non-saline
172	18.76	Non-saline
187	18.76	Non-saline
160	18.76	Non-saline
225	18.79	Non-saline
205	18.79	Non-saline
118	18.8	Non-saline
137	18.8	Non-saline
282	18.8	Non-saline
278	18.8	Non-saline
262	18.8	Non-saline
367	18.8	Non-saline
319	18.8	Non-saline
285	18.8	Non-saline
126	18.85	Non-saline
124	18.85	Non-saline
223	18.85	Non-saline
202	18.85	Non-saline
230	18.85	Non-saline
95	18.85	Non-saline
89	18.85	Non-saline
276	18.85	Non-saline
232	18.85	Non-saline
218	18.9	Non-saline
351	18.9	Non-saline
234	18.9	Non-saline
76	18.9	Non-saline
291	18.9	Non-saline
343	18.9	Non-saline
150	18.9	Plant
159	18.9	Plant
108	18.9	Plant
69	18.9	Plant
251	18.93	Non-saline
214	18.93	Non-saline
340	18.95	Non-saline
301	18.95	Non-saline
156	18.97	Non-saline
154	18.98	Non-saline
1036	19	Non-saline
1165	19	Non-saline
766	19	Non-saline
1047	19	Non-saline
1073	19	Non-saline
571	19	Non-saline
1031	19	Non-saline
1162	19	Non-saline
804	19	Non-saline
1221	19	Non-saline
1055	19	Non-saline
786	19	Non-saline
869	19	Non-saline
1032	19	Non-saline
773	19	Non-saline
1166	19	Non-saline
797	19	Non-saline
824	19	Non-saline
815	19	Non-saline
916	19	Non-saline
620	19	Non-saline
550	19	Non-saline
510	19	Non-saline
1056	19	Non-saline
797	19	Non-saline
576	19	Non-saline
629	19	Non-saline
493	19	Non-saline
953	19	Non-saline
1157	19	Non-saline
741	19	Non-saline
752	19	Non-saline
358	19	Non-saline
609	19	Non-saline
1003	19	Non-saline
880	19	Non-saline
914	19	Non-saline
905	19	Non-saline
370	19	Non-saline
426	19	Non-saline
384	19	Non-saline
1031	19	Non-saline
917	19	Non-saline
678	19	Non-saline
726	19	Non-saline
529	19	Non-saline
267	19	Non-saline
370	19	Non-saline
352	19	Non-saline
506	19	Non-saline
476	19	Non-saline
458	19	Non-saline
472	19	Non-saline
239	19	Non-saline
351	19	Non-saline
345	19	Non-saline
653	19	Non-saline
364	19	Non-saline
1264	19	Non-saline
466	19	Non-saline
419	19	Non-saline
278	19	Non-saline
334	19	Non-saline
289	19	Non-saline
1325	19	Non-saline
1236	19	Non-saline
430	19	Non-saline
429	19	Non-saline
