OO	Temperature	Location
241	24.97	Non-saline
215	24.97	Non-saline
381	24.9967	Saline
284	25	Non-saline
243	25	Non-saline
162	25.2	Non-saline
153	25.2	Non-saline
126	25.23	Non-saline
171	25.27	Non-saline
158	25.27	Non-saline
208	25.28	Non-saline
277	25.31425	Saline
268	25.37	Non-saline
249	25.37	Non-saline
121	25.4	Non-saline
173	25.4	Non-saline
185	25.4	Non-saline
141	25.55	Non-saline
132	25.55	Non-saline
310	25.77	Non-saline
285	25.77	Non-saline
309	25.77	Non-saline
290	25.77	Non-saline
165	25.8	Non-saline
152	25.8	Non-saline
270	25.8	Non-saline
262	25.8	Non-saline
119	25.9	Non-saline
131	25.9	Non-saline
176	26.05	Non-saline
161	26.05	Non-saline
146	26.05	Non-saline
132	26.05	Non-saline
232	26.08	Non-saline
387	26.16555	Saline
153	26.2	Non-saline
151	26.2	Non-saline
266	26.3541	Saline
157	26.5	Non-saline
89	26.6	Non-saline
81	26.6	Non-saline
641	26.66	Non-saline
545	26.66	Non-saline
117	26.7	Non-saline
112	27.1	Non-saline
111	27.1	Non-saline
209	27.2	Non-saline
188	27.2	Non-saline
254	27.58	Non-saline
225	27.58	Non-saline
332	27.5806	Saline
261	27.5977	Saline
74	27.7	Non-saline
677	28	Saline
186	28	Saline
876	28	Saline
771	28	Saline
77	29.3	Non-saline
79	29.3	Non-saline
86	29.3	Non-saline
110	29.3	Non-saline
256	30.1	Non-saline
273	30.1	Non-saline
268	30.1	Non-saline
280	30.1	Non-saline
294	30.1	Non-saline
248	30.1	Non-saline
375	30.1	Non-saline
485	30.1	Non-saline
405	30.1	Non-saline
235	30.1	Non-saline
281	30.1	Non-saline
259	30.1	Non-saline
32	31.5	Non-saline
41	31.5	Non-saline
42	31.5	Non-saline
316	31.9	Non-saline
292	31.9	Non-saline
369	31.9	Non-saline
289	31.9	Non-saline
246	31.9	Non-saline
270	31.9	Non-saline
381	31.9	Non-saline
404	31.9	Non-saline
278	31.9	Non-saline
201	31.9	Non-saline
207	31.9	Non-saline
225	31.9	Non-saline
29	32	Non-saline
26	32	Non-saline
38	32.5	Non-saline
30	32.5	Non-saline
36	32.5	Non-saline
43	33	Animal
34	33	Animal
39	33	Animal
41	33	Animal
44	33.83333333	Animal
45	33.83333333	Animal
56	33.83333333	Animal
44	33.83333333	Animal
27	33.88888889	Animal
74	33.88888889	Animal
60	33.88888889	Animal
113	34.5	Non-saline
72	34.5	Non-saline
95	34.5	Non-saline
26	35	Non-saline
22	35	Non-saline
23	35	Non-saline
56	35	Non-saline
73	35	Non-saline
61	35	Non-saline
54	35	Non-saline
50	35	Non-saline
60	35	Non-saline
59	35	Non-saline
64	35	Non-saline
162	35	Non-saline
192	35	Non-saline
200	35	Non-saline
253	35	Non-saline
277	35	Non-saline
47	35.05555556	Animal
51	35.05555556	Animal
33	35.05555556	Animal
18	35.05555556	Animal
131	35.27777778	Animal
48	35.27777778	Animal
75	35.8	Non-saline
232	35.8	Non-saline
220	35.8	Non-saline
40	36.22222222	Animal
50	36.22222222	Animal
81	37.8	Non-saline
301	37.8	Non-saline
324	37.8	Non-saline
66	37.9	Non-saline
70	37.9	Non-saline
70	37.9	Non-saline
85	40	Non-saline
93	40	Non-saline
49	40	Non-saline
51	40	Non-saline
53	40	Non-saline
98	40	Non-saline
91	40	Non-saline
124	40	Non-saline
230	40	Non-saline
206	40	Non-saline
248	40	Non-saline
91	40.1	Non-saline
87	40.1	Non-saline
69	40.1	Non-saline
379	40.58	Non-saline
354	40.58	Non-saline
68	41	Non-saline
70	41	Non-saline
76	41	Non-saline
69	42.1	Non-saline
89	42.1	Non-saline
87	42.1	Non-saline
683	44	Saline
792	44	Saline
95	44	Non-saline
95	44	Non-saline
94	44	Non-saline
65	45.7	Non-saline
235	46	Non-saline
210	46	Non-saline
72	47	Non-saline
79	47	Non-saline
50	47	Non-saline
80	47.3	Non-saline
49	47.8	Non-saline
46	47.8	Non-saline
39	47.8	Non-saline
60	48.6	Non-saline
59	48.6	Non-saline
51	48.6	Non-saline
59	48.6	Non-saline
52	48.6	Non-saline
72	48.6	Non-saline
50	48.6	Non-saline
55	48.6	Non-saline
57	48.6	Non-saline
65	48.6	Non-saline
61	48.6	Non-saline
61	48.6	Non-saline
97	48.6	Non-saline
87	48.6	Non-saline
78	48.6	Non-saline
37	50.4	Non-saline
41	50.4	Non-saline
34	50.4	Non-saline
54	51.5	Non-saline
62	51.5	Non-saline
52	51.5	Non-saline
93	52	Non-saline
78	52	Non-saline
75	52	Non-saline
74	52	Non-saline
73	52	Non-saline
66	52	Non-saline
79	52	Non-saline
88	52	Non-saline
72	52	Non-saline
78	52	Non-saline
55	53	Non-saline
61	53	Non-saline
53	53	Non-saline
63	53	Non-saline
57	53	Non-saline
56	53	Non-saline
302	55	Saline
39	56.4	Non-saline
40	56.4	Non-saline
48	56.4	Non-saline
34	57	Non-saline
31	57	Non-saline
33	57	Non-saline
34	57.5	Non-saline
34	57.5	Non-saline
34	57.5	Non-saline
40	57.8	Non-saline
42	57.8	Non-saline
34	57.8	Non-saline
90	58	Non-saline
55	58	Non-saline
65	58	Non-saline
74	58	Non-saline
78	58	Non-saline
43	58	Non-saline
48	58	Non-saline
52	58	Non-saline
60	58	Non-saline
64	58	Non-saline
63	58	Non-saline
136	58	Non-saline
129	58	Non-saline
114	58	Non-saline
39	58.1	Non-saline
34	58.1	Non-saline
29	58.1	Non-saline
32	59.4	Non-saline
38	59.4	Non-saline
39	59.4	Non-saline
55	60.1	Non-saline
58	60.1	Non-saline
61	60.1	Non-saline
43	61	Non-saline
33	61	Non-saline
33	61	Non-saline
35	61	Non-saline
31	61	Non-saline
41	61	Non-saline
34	61	Non-saline
28	61	Non-saline
24	61	Non-saline
35	61	Non-saline
39	61	Non-saline
47	61	Non-saline
55	61	Non-saline
56	61	Non-saline
50	61.5	Non-saline
57	61.5	Non-saline
55	61.5	Non-saline
165	61.7	Non-saline
352	61.7	Non-saline
543	61.7	Non-saline
37	61.8	Non-saline
40	61.8	Non-saline
38	61.8	Non-saline
41	62	Non-saline
40	62	Non-saline
39	62	Non-saline
28	62	Non-saline
75	62	Non-saline
40	62	Non-saline
51	62	Non-saline
55	62	Non-saline
43	62	Non-saline
34	62	Non-saline
58	62	Non-saline
54	62	Non-saline
106	62	Non-saline
74	62	Non-saline
46	62	Non-saline
29	62.5	Non-saline
32	62.5	Non-saline
29	62.5	Non-saline
42	62.6	Non-saline
38	62.6	Non-saline
50	62.6	Non-saline
66	62.6	Non-saline
53	62.6	Non-saline
63	62.6	Non-saline
63	62.6	Non-saline
84	62.6	Non-saline
80	62.6	Non-saline
231	62.6	Non-saline
225	62.6	Non-saline
219	62.6	Non-saline
141	62.6	Non-saline
140	62.6	Non-saline
117	62.6	Non-saline
38	63	Non-saline
47	63	Non-saline
41	63	Non-saline
91	63.1	Non-saline
40	63.1	Non-saline
37	63.1	Non-saline
41	63.1	Non-saline
51	63.4	Non-saline
46	63.4	Non-saline
37	63.4	Non-saline
31	63.4	Non-saline
37	63.4	Non-saline
32	63.4	Non-saline
40	63.4	Non-saline
36	63.4	Non-saline
37	63.4	Non-saline
48	63.4	Non-saline
45	63.4	Non-saline
46	63.4	Non-saline
41	63.7	Non-saline
31	63.7	Non-saline
30	63.7	Non-saline
32	63.9	Non-saline
35	63.9	Non-saline
38	63.9	Non-saline
261	64	Non-saline
200	64	Non-saline
282	64	Non-saline
42	64	Non-saline
39	64	Non-saline
42	64	Non-saline
161	64	Non-saline
183	64	Non-saline
160	64	Non-saline
266	64	Non-saline
256	64	Non-saline
343	64	Non-saline
316	64	Non-saline
382	64	Non-saline
388	64	Non-saline
45	64.2	Non-saline
40	64.2	Non-saline
36	64.2	Non-saline
143	64.2	Non-saline
120	64.2	Non-saline
146	64.2	Non-saline
171	64.2	Non-saline
206	64.2	Non-saline
193	64.2	Non-saline
227	64.2	Non-saline
257	64.2	Non-saline
249	64.2	Non-saline
246	64.2	Non-saline
332	64.2	Non-saline
28	65.6	Non-saline
24	65.6	Non-saline
24	65.6	Non-saline
24	65.6	Non-saline
22	65.6	Non-saline
25	65.6	Non-saline
30	66.1	Non-saline
25	66.1	Non-saline
31	66.1	Non-saline
140	67.1	Non-saline
38	67.1	Non-saline
169	67.1	Non-saline
33	68	Non-saline
31	68	Non-saline
35	68	Non-saline
47	68	Non-saline
49	68	Non-saline
47	68	Non-saline
51	68	Non-saline
46	68	Non-saline
54	68	Non-saline
66	68	Non-saline
57	68	Non-saline
88	68	Non-saline
61	68	Non-saline
74	68	Non-saline
89	68	Non-saline
72	68	Non-saline
87	68	Non-saline
31	68	Non-saline
84	68	Non-saline
53	68	Non-saline
55	68	Non-saline
57	68	Non-saline
70	68	Non-saline
74	68	Non-saline
83	68	Non-saline
73	68	Non-saline
86	68	Non-saline
97	68	Non-saline
78	68	Non-saline
102	68	Non-saline
24	68.3	Non-saline
48	68.3	Non-saline
43	68.3	Non-saline
172	68.4	Non-saline
49	68.4	Non-saline
186	68.4	Non-saline
36	69	Non-saline
37	69	Non-saline
35	69	Non-saline
34	69	Non-saline
50	69	Non-saline
48	69	Non-saline
40	69	Non-saline
1928	70	Saline
207	70	Saline
171	70	Saline
419	71.8	Non-saline
430	71.8	Non-saline
494	71.8	Non-saline
54	74.6	Non-saline
374	75	Non-saline
433	75	Non-saline
414	75	Non-saline
18	85	Non-saline
49	85	Non-saline
19	85	Non-saline
58	86.5	Non-saline
48	86.5	Non-saline
41	86.5	Non-saline
100	88	Saline
299	88	Saline
43	89	Non-saline
54	89	Non-saline
45	89	Non-saline
67	90	Non-saline
803	91	Saline
56	91	Saline
193	91	Saline
