Location	Temperature	Shannon Index
Non-saline	8.9	8.971012971
Saline	8.92	3.853394647
Saline	8.92	4.823215804
Saline	8.92	5.648932757
Saline	8.94	5.859020213
Saline	8.94	7.22758233
Saline	8.94	7.230443542
Non-saline	8.96	6.776459849
Saline	8.9626	2.05985215
Non-saline	8.99	6.919082355
Saline	9	4.464472253
Saline	9	4.456967375
Saline	9	5.508266109
Saline	9	4.889839841
Saline	9	4.805744581
Saline	9	4.672877965
Saline	9	5.08531555
Saline	9	4.22547766
Non-saline	9	5.277960931
Non-saline	9	4.662759945
Non-saline	9	7.326502413
Non-saline	9	9.603987355
Non-saline	9	9.455093985
Non-saline	9	7.519866629
Non-saline	9	5.044123824
Non-saline	9	9.380452392
Non-saline	9	5.673259065
Non-saline	9	8.278452476
Non-saline	9	5.817155639
Non-saline	9.01	6.66527284
Non-saline	9.02	5.952199311
Non-saline	9.06	5.915613601
Non-saline	9.06	6.012234597
Non-saline	9.07	4.335321445
Non-saline	9.08	5.508498633
Saline	9.09	4.098396824
Saline	9.09	5.159638673
Saline	9.09	5.262110056
Non-saline	9.1	8.381018717
Non-saline	9.1	3.650967446
Non-saline	9.1	4.806661235
Saline	9.1	5.161062928
Saline	9.1	4.720237342
Saline	9.1	4.464542985
Non-saline	9.1	5.848811044
Non-saline	9.1	6.140069285
Non-saline	9.1	9.864484073
Non-saline	9.1	10.46013683
Non-saline	9.1	6.605181967
Non-saline	9.11	6.446244015
Non-saline	9.16	6.245142373
Non-saline	9.16	6.069555257
Non-saline	9.2	8.467061416
Non-saline	9.2	8.888987444
Non-saline	9.2	8.559783681
Non-saline	9.2	2.037181707
Non-saline	9.2	6.115605853
Non-saline	9.2	2.829927531
Non-saline	9.2	6.507244878
Non-saline	9.2	6.082821269
Non-saline	9.2	6.981353241
Non-saline	9.2	3.478569312
Non-saline	9.2	5.666874864
Saline	9.2	4.835828544
Saline	9.2	4.771014807
Non-saline	9.2	5.082595159
Non-saline	9.2	6.498697797
Non-saline	9.2	7.848152829
Non-saline	9.2	5.934581144
Non-saline	9.2	9.206912828
Non-saline	9.2	10.87259902
Non-saline	9.2	9.990907282
Non-saline	9.2	10.74763127
Non-saline	9.22	3.966105386
Non-saline	9.22	4.032744574
Non-saline	9.22	3.96815612
Non-saline	9.25	2.259078084
Non-saline	9.28	5.977350931
Non-saline	9.28	6.441863241
Non-saline	9.29	6.478208914
Non-saline	9.3	8.798796996
Non-saline	9.3	6.998771467
Non-saline	9.3	7.521913231
Non-saline	9.3	3.721597959
Non-saline	9.3	5.350073411
Non-saline	9.3	5.333414951
Non-saline	9.3	5.324270066
Non-saline	9.3	4.6617729
Non-saline	9.3	3.657695503
Saline	9.3	4.887058868
Non-saline	9.3	9.820178304
Non-saline	9.3	5.935533516
Non-saline	9.3	6.438791132
Non-saline	9.3	9.557018684
Non-saline	9.38	6.143643025
Saline	9.4	7.171208582
Saline	9.4	7.865198997
Non-saline	9.4	5.0277638
Non-saline	9.4	5.935206954
Saline	9.4	5.360601201
Saline	9.4	4.217963508
Non-saline	9.4	5.218233282
Non-saline	9.4	5.126948036
Non-saline	9.4	7.086481309
Non-saline	9.4	6.856027025
Non-saline	9.4	6.955185187
Non-saline	9.4	6.445921494
Non-saline	9.4	5.992242683
Non-saline	9.4	5.592024264
Non-saline	9.4	9.394943619
Non-saline	9.4	10.11571458
Saline	9.4	4.683053819
Non-saline	9.44	6.463912271
Non-saline	9.48	5.034213731
Non-saline	9.48	5.446206972
Non-saline	9.5	6.644342936
Non-saline	9.5	1.047731738
Saline	9.5	5.11933837
Non-saline	9.5	7.763299932
Non-saline	9.5	10.00851756
Non-saline	9.5	8.894662529
Non-saline	9.5	10.91820651
Non-saline	9.51	6.414653607
Saline	9.5295	6.1492763
Non-saline	9.54	6.293226949
Non-saline	9.55	5.277518275
Non-saline	9.56	6.527174251
Non-saline	9.6	2.534503555
Non-saline	9.6	5.62119192
Saline	9.6	3.383799933
Saline	9.6	4.677371593
Saline	9.6	3.758229754
Non-saline	9.6	8.087791152
Non-saline	9.6	7.457544428
Non-saline	9.6	6.971686942
Non-saline	9.6	5.772494745
Non-saline	9.6	10.32172819
Non-saline	9.6	8.769093002
Non-saline	9.6	6.618853814
Non-saline	9.6	6.064633275
Non-saline	9.6	1.703556948
Non-saline	9.63	4.102408197
Non-saline	9.63	4.069845948
Non-saline	9.63	5.557299084
Non-saline	9.63	5.55664063
Non-saline	9.63	5.091482502
Non-saline	9.67	10.21614411
Non-saline	9.67	6.576957114
Saline	9.68	6.110699073
Saline	9.68	6.930844293
Saline	9.68	6.598451373
Saline	9.68	7.105732856
Saline	9.7	5.23601417
Saline	9.7	4.790367056
Saline	9.7	3.977916435
Non-saline	9.7	6.974276419
Non-saline	9.7	6.97365602
Non-saline	9.7	10.39324014
Non-saline	9.7	9.432277199
Non-saline	9.7	9.831307811
Non-saline	9.7	5.754557945
Non-saline	9.7	5.576526159
Non-saline	9.7	7.161012261
Non-saline	9.7	5.843705881
Non-saline	9.72	6.265648674
Non-saline	9.73	5.620323701
Non-saline	9.73	5.604965574
Non-saline	9.73	6.162161763
Non-saline	9.74	6.398528848
Non-saline	9.75	5.937008269
Saline	9.7522	6.561785479
Non-saline	9.78	6.121200258
Non-saline	9.78	5.670253115
Non-saline	9.8	7.963863041
Non-saline	9.8	7.275503556
Non-saline	9.8	6.922504379
Saline	9.8	4.645198085
Saline	9.8	3.672341904
Saline	9.8	4.788449225
Non-saline	9.8	5.193393909
Non-saline	9.8	10.19102526
Non-saline	9.8	8.415367065
Non-saline	9.8	7.204211119
Non-saline	9.8	8.731997852
Non-saline	9.8	8.76752357
Non-saline	9.8	7.292343685
Non-saline	9.8	7.972569837
Non-saline	9.8	7.088053903
Non-saline	9.8	9.1288047
Non-saline	9.8	8.802346921
Non-saline	9.8	6.007264918
Non-saline	9.8	6.047126877
Non-saline	9.8	10.64598236
Non-saline	9.8	4.222086071
Non-saline	9.85	8.991442857
Non-saline	9.87	4.389495868
Non-saline	9.87	4.403969283
Non-saline	9.89	5.276583114
Non-saline	9.89	5.626143155
Saline	9.9	5.234849262
Saline	9.9	5.040041924
Non-saline	9.9	3.551434087
Non-saline	9.9	5.731373936
Saline	9.9	4.207833397
Saline	9.9	5.131669837
Non-saline	9.9	9.123057073
Non-saline	9.9	7.372878496
Non-saline	9.9	6.496580779
Non-saline	9.9	9.385101378
Non-saline	9.9	6.358011943
Non-saline	9.9	6.882116291
Non-saline	9.9	9.630075153
Non-saline	9.9	6.952970558
Non-saline	9.9	10.4980924
Saline	9.9	4.797373837
Non-saline	9.9	5.589700254
Non-saline	9.99	5.698430397
Non-saline	10	8.688364938
Non-saline	10	8.998872501
Non-saline	10	6.013654784
Non-saline	10	1.588666691
Non-saline	10	2.015347453
Saline	10	3.889195055
Saline	10	4.859534109
Saline	10	5.205046913
Saline	10	5.189627786
Saline	10	5.416029197
Saline	10	4.408656461
Non-saline	10	6.105950283
Non-saline	10	4.313209845
Saline	10	4.659229422
Saline	10.0195	3.610965002
Non-saline	10.02	5.609653057
Non-saline	10.07	4.755885815
Non-saline	10.07	10.383049
Non-saline	10.08	5.485363465
Non-saline	10.1	4.823415095
Non-saline	10.1	4.359113327
Non-saline	10.1	4.826758371
Non-saline	10.1	4.136604565
Saline	10.1	4.86325346
Saline	10.1	4.151345081
Non-saline	10.1	6.632928139
Non-saline	10.1	7.754229993
Non-saline	10.1	9.509850753
Non-saline	10.1	10.62218887
Non-saline	10.1	10.09881575
Non-saline	10.1	9.858152241
Non-saline	10.1	5.653610555
Non-saline	10.1	9.763910127
Non-saline	10.1	9.009918483
Non-saline	10.1	5.798365082
Non-saline	10.11	6.411352932
Non-saline	10.11	5.971256245
Saline	10.18475	6.273213392
Non-saline	10.19	6.033011117
Non-saline	10.2	8.70573905
Non-saline	10.2	4.931492444
Non-saline	10.2	5.557107137
Non-saline	10.2	5.162061588
Non-saline	10.2	5.540203077
Non-saline	10.2	3.212573701
Non-saline	10.2	1.885152247
Non-saline	10.2	5.440610426
Non-saline	10.2	5.405511986
Non-saline	10.2	7.418334597
Non-saline	10.2	4.834176508
Non-saline	10.2	7.807260554
Non-saline	10.2	9.749866507
Non-saline	10.2	6.141289282
Non-saline	10.2	5.842508941
Non-saline	10.2	6.976204558
Non-saline	10.2	7.488214637
Non-saline	10.2	8.652476772
Non-saline	10.21	5.309810433
Non-saline	10.23	6.627639
Non-saline	10.25	4.552091896
Non-saline	10.3	8.771774084
Non-saline	10.3	8.565576412
Non-saline	10.3	8.631048563
Saline	10.3	4.360281766
Saline	10.3	4.812940796
Non-saline	10.3	7.663324197
Non-saline	10.3	6.72131742
Non-saline	10.3	4.709054681
Non-saline	10.31	5.771219743
Non-saline	10.36	5.492593892
Saline	10.37	6.072823641
Saline	10.37	6.71590031
Saline	10.37	7.099527457
Non-saline	10.38	4.167269257
Non-saline	10.38	3.900783242
Non-saline	10.4	8.523284332
Non-saline	10.4	4.461294155
Non-saline	10.4	5.563319807
Saline	10.4	5.149437762
Saline	10.4	4.062115088
Saline	10.4	4.985641193
Non-saline	10.4	4.491274722
Non-saline	10.4	4.508144361
Non-saline	10.4	4.793319765
Non-saline	10.4	4.689742774
Non-saline	10.4	6.664974114
Non-saline	10.4	9.229248059
Non-saline	10.4	5.875079725
Non-saline	10.4	7.72234894
Non-saline	10.4	5.62261446
Non-saline	10.4	6.923854255
Non-saline	10.4	8.199565609
Non-saline	10.4	6.286603349
Non-saline	10.41	5.232192499
Non-saline	10.43	5.701017396
Non-saline	10.44	5.226709539
Non-saline	10.45	4.504208099
Non-saline	10.45	5.695636245
Non-saline	10.45	5.657528551
Non-saline	10.47	4.446302206
Non-saline	10.47	4.542368968
Non-saline	10.48	5.83993983
Non-saline	10.48	6.108017765
Saline	10.5	7.365870414
Saline	10.5	6.976660401
Non-saline	10.5	8.48738409
Non-saline	10.5	9.012847048
Non-saline	10.5	6.541121729
Non-saline	10.5	6.220188453
Saline	10.5	5.220517953
Non-saline	10.5	6.049306089
Non-saline	10.5	8.657147582
Non-saline	10.5	6.134157741
Non-saline	10.5	5.932789281
Non-saline	10.5	6.296721922
Saline	10.5	4.942263296
Non-saline	10.5	4.741853441
Non-saline	10.5	7.123922983
Non-saline	10.5	6.34100975
Non-saline	10.5	6.004364403
Non-saline	10.5	6.028314755
Non-saline	10.5	7.529233703
Non-saline	10.52	4.864219591
Non-saline	10.52	5.681711981
Non-saline	10.55	8.598250561
Non-saline	10.55	8.092027786
Non-saline	10.55	8.474619493
Non-saline	10.55	8.094172633
Non-saline	10.55	8.47542404
Non-saline	10.55	4.141615743
Non-saline	10.55	4.856987278
Non-saline	10.55	4.862090487
Non-saline	10.55	6.822677877
Non-saline	10.55	8.70638507
Non-saline	10.55	8.67077357
Non-saline	10.55	8.117665347
Non-saline	10.55	8.370588809
Non-saline	10.55	8.2636167
Non-saline	10.55	8.419361088
Non-saline	10.55	8.633382984
Non-saline	10.55	6.419655532
Non-saline	10.55	5.055918308
Non-saline	10.55	5.515966689
Non-saline	10.55	5.780055384
Non-saline	10.55	8.619672749
Non-saline	10.55	7.855764339
Non-saline	10.55	7.997155059
Non-saline	10.55	7.943000524
Non-saline	10.55	7.769092709
Non-saline	10.55	8.428786612
Non-saline	10.55	6.368238637
Non-saline	10.55	4.470240545
Non-saline	10.55	5.201084204
Non-saline	10.55	5.202027329
Non-saline	10.55	8.822477469
Non-saline	10.55	7.722893218
Non-saline	10.55	7.385939872
Non-saline	10.55	8.38976088
Non-saline	10.55	7.219265833
Non-saline	10.55	8.442701546
Non-saline	10.55	8.393913714
Non-saline	10.55	5.315295558
Non-saline	10.55	4.986734589
Non-saline	10.55	5.338514044
Non-saline	10.55	8.666680631
Non-saline	10.55	8.734398443
Non-saline	10.55	8.549064913
Non-saline	10.55	8.386332878
Non-saline	10.55	8.092005769
Non-saline	10.55	8.649964755
Non-saline	10.55	8.660972005
Non-saline	10.55	8.540326063
Non-saline	10.55	8.517532462
Non-saline	10.55	8.806220331
Non-saline	10.55	8.863599188
Non-saline	10.55	8.66389043
Non-saline	10.55	8.736329451
Non-saline	10.55	8.550486541
Non-saline	10.55	8.754476216
Non-saline	10.55	8.625905007
Non-saline	10.55	8.84320745
Non-saline	10.55	8.77483312
Non-saline	10.55	8.75989252
Non-saline	10.55	8.57205647
Non-saline	10.55	8.865482105
Non-saline	10.55	4.268727265
Non-saline	10.55	5.178984175
Non-saline	10.55	4.942999205
Non-saline	10.55	5.437954306
Non-saline	10.55	8.616236075
Non-saline	10.55	8.678132135
Non-saline	10.55	8.286263139
Non-saline	10.55	8.35243006
Non-saline	10.55	7.916243074
Non-saline	10.55	8.595830227
Non-saline	10.55	5.045452902
Non-saline	10.55	4.776936496
Non-saline	10.55	4.348168164
Non-saline	10.55	4.971677563
Non-saline	10.55	8.68634062
Non-saline	10.55	8.672491539
Non-saline	10.55	8.092994666
Non-saline	10.55	8.465518258
Non-saline	10.55	8.279008081
Non-saline	10.55	8.268796843
Non-saline	10.55	5.02352308
Non-saline	10.55	5.64677538
Non-saline	10.55	8.583004771
Non-saline	10.55	8.72583708
Non-saline	10.55	8.518622837
Non-saline	10.55	8.210003762
Non-saline	10.55	8.78381003
Non-saline	10.55	8.587329367
Non-saline	10.55	4.723613951
Non-saline	10.55	4.372398714
Non-saline	10.55	5.20234809
Non-saline	10.55	9.145521727
Non-saline	10.55	5.629315767
Saline	10.6	7.656540736
Saline	10.6	7.164952409
Saline	10.6	7.671280569
Saline	10.6	7.601319611
Saline	10.6	7.579095192
Saline	10.6	8.179326864
Saline	10.6	8.28757326
Saline	10.6	7.395001984
Saline	10.6	7.382862251
Non-saline	10.6	8.160420095
Non-saline	10.6	5.944446696
Non-saline	10.6	6.150137643
Non-saline	10.6	3.252534724
Non-saline	10.6	8.504315059
Non-saline	10.6	9.974553821
Non-saline	10.6	6.72902822
Non-saline	10.6	6.845953648
Non-saline	10.6	8.442746011
Non-saline	10.6	5.726789521
Non-saline	10.6	6.75899053
Non-saline	10.61	5.584938252
Non-saline	10.62	5.512771516
Non-saline	10.65	3.684961288
Non-saline	10.65	3.660160145
Non-saline	10.7	8.521474865
Non-saline	10.7	5.182196889
Non-saline	10.7	5.788567953
Non-saline	10.7	5.045815479
Non-saline	10.7	5.434424978
Non-saline	10.7	5.579906463
Non-saline	10.7	7.677161392
Non-saline	10.7	9.543825503
Non-saline	10.7	6.41172229
Non-saline	10.7	5.313044409
Non-saline	10.7	4.757430573
Non-saline	10.7	8.08181308
Non-saline	10.71	6.574141259
Non-saline	10.74	5.541300606
Saline	10.8	8.740902289
Saline	10.8	7.879916764
Saline	10.8	7.309417992
Saline	10.8	8.177309587
Saline	10.8	8.003110304
Saline	10.8	8.972974767
Saline	10.8	7.906563483
Saline	10.8	7.249126519
Saline	10.8	7.680685842
Saline	10.8	7.729636409
Saline	10.8	7.35139669
Non-saline	10.8	3.540525122
Non-saline	10.8	4.008057267
Non-saline	10.8	7.118812626
Non-saline	10.8	6.923565798
Saline	10.8	4.02963923
Non-saline	10.8	10.02767672
Non-saline	10.8	5.976997089
Non-saline	10.8	6.083313254
Non-saline	10.8	7.318004633
Non-saline	10.81	6.458111197
Non-saline	10.83	4.540512331
Non-saline	10.84	5.960143871
Non-saline	10.85	4.769810246
Non-saline	10.85	6.698353388
Non-saline	10.85	6.689009137
Non-saline	10.85	5.801484928
Non-saline	10.88	6.113672022
Non-saline	10.9	7.734941758
Non-saline	10.9	8.662075394
Non-saline	10.9	3.297561237
Non-saline	10.9	4.372033161
Non-saline	10.9	3.814959918
Non-saline	10.9	5.21331327
Non-saline	10.9	4.167720001
Non-saline	10.9	3.726276613
Non-saline	10.9	6.290865644
Non-saline	10.9	5.986338752
Saline	10.9	4.744556258
Saline	10.9	5.037699766
Saline	10.9	4.541146975
Saline	10.9	4.254776739
Non-saline	10.9	5.274891402
Non-saline	10.9	8.783893979
Non-saline	10.9	10.33511653
Non-saline	10.9	6.324654473
Non-saline	10.9	5.133731734
Non-saline	10.9	7.307273627
Non-saline	10.9	5.604113948
Non-saline	10.9	10.48190173
Non-saline	10.9	5.866966488
Non-saline	10.9	5.887206172
Non-saline	10.91	8.071710289
Non-saline	10.92	6.333001088
Non-saline	10.95	5.556777764
Non-saline	10.95	5.432643128
Non-saline	10.97	6.009339606
Non-saline	10.99	5.963025398
Non-saline	10.99	5.682331433
Saline	11	7.869556206
Saline	11	6.709919202
Saline	11	7.807838261
Saline	11	8.360008375
Saline	11	8.79636803
Saline	11	9.283957556
Saline	11	7.824498467
Saline	11	9.444397453
Saline	11	8.18397885
Saline	11	7.80107307
Saline	11	7.701277477
Saline	11	9.261296808
Saline	11	7.432865748
Saline	11	6.648660402
Saline	11	8.302893399
Saline	11	6.564319007
Saline	11	8.102601208
Saline	11	8.369157697
Saline	11	8.170534346
Saline	11	7.377174541
Saline	11	6.596158418
Saline	11	7.595260034
Saline	11	7.370984115
Saline	11	6.925866153
Saline	11	7.343835587
Saline	11	7.539309321
Saline	11	6.684583583
Saline	11	7.339323951
Saline	11	7.281216038
Saline	11	7.666943529
Saline	11	6.400692572
Saline	11	7.69119592
Saline	11	7.35522219
Saline	11	7.438031913
Saline	11	8.104680618
Saline	11	7.883663237
Saline	11	7.406132381
Saline	11	7.551712817
Saline	11	4.56481995
Saline	11	4.709160353
Saline	11	4.70891452
Saline	11	3.643743135
Non-saline	11	3.731725884
Non-saline	11	3.720733161
Non-saline	11	6.307168092
Non-saline	11	6.337147701
Non-saline	11	8.725672427
Non-saline	11	5.971919617
Non-saline	11	6.177105735
Non-saline	11	6.54618792
Non-saline	11	7.11750277
Non-saline	11	7.321356213
Non-saline	11	8.145168535
Non-saline	11	7.048301195
Non-saline	11	7.449847055
Non-saline	11	6.379968521
Non-saline	11	6.43293864
Non-saline	11	4.309266151
Non-saline	11.01	6.053884055
Non-saline	11.01	5.691390282
Non-saline	11.01	6.255532102
Non-saline	11.05	5.430264841
Saline	11.1	7.470665749
Saline	11.1	7.71920827
Saline	11.1	6.832129361
Saline	11.1	7.173630714
Saline	11.1	6.969435845
Saline	11.1	7.441245877
Saline	11.1	6.456950776
Non-saline	11.1	8.151848017
Non-saline	11.1	8.820199287
Non-saline	11.1	5.652182863
Non-saline	11.1	5.262046365
Non-saline	11.1	5.500349534
Non-saline	11.1	4.408744958
Non-saline	11.1	4.686980234
Non-saline	11.1	4.471702171
Non-saline	11.1	4.468811014
Non-saline	11.1	9.990229081
Non-saline	11.1	5.874899475
Non-saline	11.1	7.954988187
Non-saline	11.1	5.923873657
Non-saline	11.1	6.708822229
Non-saline	11.1	7.6321687
Non-saline	11.1	5.796455664
Non-saline	11.1	6.394711138
Saline	11.1	7.878070808
Non-saline	11.1	6.355108258
Non-saline	11.11	7.893585865
Non-saline	11.11	5.490796317
Non-saline	11.15	4.169255772
Non-saline	11.15	6.341108648
Non-saline	11.17	5.204345332
Non-saline	11.18	5.570786873
Non-saline	11.2	5.779187197
Non-saline	11.2	6.027760823
Non-saline	11.2	5.475792751
Non-saline	11.2	4.528334795
Non-saline	11.2	6.190325147
Non-saline	11.2	4.704245218
Non-saline	11.2	6.094562242
Non-saline	11.2	5.474136865
Non-saline	11.2	5.064454587
Non-saline	11.2	5.792650794
Non-saline	11.2	6.886893467
Non-saline	11.2	7.455320661
Saline	11.2	5.288445802
Non-saline	11.2	7.539228837
Non-saline	11.2	6.517081647
Non-saline	11.2	6.349491624
Non-saline	11.2	6.122558972
Non-saline	11.2	6.991385766
Non-saline	11.2	9.833705682
Non-saline	11.23	4.507564193
Non-saline	11.23	4.390793862
Non-saline	11.25	5.337690691
Non-saline	11.25	6.818688203
Non-saline	11.29	6.631125663
Non-saline	11.3	5.731776423
Non-saline	11.3	6.35679574
Non-saline	11.3	4.96066574
Non-saline	11.3	5.505452176
Non-saline	11.3	6.145833519
Non-saline	11.3	9.609745642
Non-saline	11.3	5.90927101
Non-saline	11.3	5.652077823
Non-saline	11.3	5.352477392
Non-saline	11.34	6.596869791
Non-saline	11.34	6.348721427
Non-saline	11.35	5.6644063
Non-saline	11.35	6.389054825
Non-saline	11.38	5.369955834
Saline	11.3867	5.24996105
Non-saline	11.4	4.420595463
Non-saline	11.4	5.40613418
Non-saline	11.4	6.617076228
Non-saline	11.4	6.123612991
Non-saline	11.4	7.182436628
Non-saline	11.4	3.342140455
Non-saline	11.4	9.209956779
Non-saline	11.4	5.85208657
Saline	11.4	7.766609449
Non-saline	11.4	7.406685303
Non-saline	11.4	8.784866143
Non-saline	11.4	3.819434263
Non-saline	11.4	8.046748437
Saline	11.4	5.339789263
Non-saline	11.4	8.133051172
Non-saline	11.4	9.469539426
Non-saline	11.4	9.626609135
Non-saline	11.4	9.437806062
Non-saline	11.4	7.502015115
Non-saline	11.4	9.878999588
Non-saline	11.43	5.488885545
Non-saline	11.44	6.553547742
Non-saline	11.45	4.38481236
Non-saline	11.45	4.352004707
Saline	11.48	4.600439742
Saline	11.48	5.341897155
Saline	11.48	4.803189283
Saline	11.48	3.929006167
Non-saline	11.5	3.946659949
Non-saline	11.5	6.927649
Non-saline	11.5	6.418449246
Non-saline	11.5	4.168900777
Non-saline	11.5	5.352090709
Non-saline	11.5	5.338959393
Non-saline	11.5	4.870030506
Non-saline	11.5	4.768685687
Non-saline	11.5	5.879199293
Non-saline	11.5	8.331289585
Non-saline	11.5	6.94165898
Non-saline	11.5	5.743030138
Non-saline	11.5	4.079768213
Non-saline	11.5	8.429307897
Non-saline	11.5	6.820723029
Non-saline	11.5	7.853011595
Non-saline	11.5	5.995845701
Saline	11.53	5.601312701
Saline	11.53	6.462293669
Saline	11.53	7.595260473
Non-saline	11.54	6.344251603
Non-saline	11.55	5.687931759
Non-saline	11.55	5.558761126
Saline	11.6	7.353412309
Saline	11.6	6.854043244
Saline	11.6	7.724435486
Saline	11.6	7.841892815
Saline	11.6	6.891124292
Saline	11.6	7.907918207
Saline	11.6	7.485570441
Saline	11.6	6.903933115
Non-saline	11.6	6.004188556
Non-saline	11.6	10.47692944
Non-saline	11.6	7.122492502
Non-saline	11.6	6.258109203
Non-saline	11.6	6.598015458
Non-saline	11.6	6.204625444
Non-saline	11.6	9.314937477
Non-saline	11.6	7.033890436
Non-saline	11.6	6.528056404
Non-saline	11.6	6.406639915
Non-saline	11.6	5.283798737
Non-saline	11.6	6.63276195
Non-saline	11.6	8.401260579
Non-saline	11.6	5.559173388
Non-saline	11.6	7.289683238
Non-saline	11.6	6.571206405
Non-saline	11.6	5.820664816
Non-saline	11.6	7.880036649
Non-saline	11.6	9.714333364
Non-saline	11.65	6.262663508
Non-saline	11.67	5.740445467
Non-saline	11.7	3.465817593
Non-saline	11.7	4.223365384
Non-saline	11.7	5.757468153
Non-saline	11.7	5.76854356
Non-saline	11.7	7.53849234
Non-saline	11.7	6.170678948
Non-saline	11.7	8.621608508
Non-saline	11.7	6.620991602
Non-saline	11.7	5.84088271
Non-saline	11.7	6.191436243
Non-saline	11.7	8.652597398
Non-saline	11.7	7.710940836
Non-saline	11.71	5.628233113
Non-saline	11.73	6.101146285
Non-saline	11.76	5.974044267
Non-saline	11.78	5.845257665
Non-saline	11.78	5.836493007
Non-saline	11.8	5.104321049
Non-saline	11.8	4.828017951
Non-saline	11.8	5.58275421
Non-saline	11.8	5.958016089
Non-saline	11.8	6.940698677
Non-saline	11.8	7.239363349
Non-saline	11.8	7.687826365
Non-saline	11.83	6.33775327
Non-saline	11.84	8.079563676
Non-saline	11.85	5.774372694
Non-saline	11.85	6.505825021
Non-saline	11.85	5.580643449
Non-saline	11.87	6.067235092
Non-saline	11.89	6.155311828
Non-saline	11.9	2.417025732
Non-saline	11.9	3.582248164
Non-saline	11.9	5.022328943
Non-saline	11.9	5.740301003
Non-saline	11.9	5.878781773
Non-saline	11.9	4.072620223
Non-saline	11.9	7.58372082
Non-saline	11.9	8.13784856
Non-saline	11.9	9.635638912
Non-saline	11.9	6.773647831
Non-saline	11.9	8.441266735
Non-saline	11.9	5.956779783
Non-saline	11.9	8.166743995
Non-saline	11.9	6.083534489
Non-saline	11.9	6.772857977
Non-saline	11.9	6.671495215
Non-saline	11.9	7.517074062
Non-saline	11.9	6.291174779
Non-saline	11.9	3.992150242
Non-saline	11.9	7.711193063
Non-saline	11.9	6.902803059
Non-saline	11.9	8.689420535
Non-saline	11.9	10.28670087
Non-saline	11.91	6.040294215
Non-saline	12	3.617314404
Non-saline	12	5.198974058
Non-saline	12	4.773084477
Non-saline	12	8.517913341
Non-saline	12	10.47175495
Non-saline	12	7.771104569
Non-saline	12	6.883128908
Non-saline	12	9.646740882
Non-saline	12	8.655045906
Non-saline	12.02	6.041599587
Non-saline	12.04	6.150835239
Non-saline	12.07	6.819065109
Non-saline	12.07	6.732647261
Saline	12.1	7.162894197
Saline	12.1	9.422816934
Saline	12.1	8.360448097
Saline	12.1	8.074630675
Saline	12.1	7.949065316
Saline	12.1	8.071747251
Saline	12.1	8.478911992
Saline	12.1	7.582667917
Saline	12.1	6.646015009
Saline	12.1	7.979172032
Saline	12.1	7.528342447
Non-saline	12.1	0.481838706
Non-saline	12.1	5.540589902
Non-saline	12.1	4.467460692
Non-saline	12.1	8.004711779
Non-saline	12.1	6.541944956
Non-saline	12.1	8.901919532
Non-saline	12.1	5.968467256
Non-saline	12.1	6.313555646
Non-saline	12.1	9.195526329
Non-saline	12.1	8.449682192
Non-saline	12.1	3.903503745
Non-saline	12.1	6.181305386
Non-saline	12.1	6.515493865
Non-saline	12.12	5.344797084
Non-saline	12.14	6.426946557
Non-saline	12.16	4.776980585
Non-saline	12.16	4.737241952
Non-saline	12.2	4.122792186
Non-saline	12.2	5.377894668
Non-saline	12.2	5.848446351
Non-saline	12.2	4.927317104
Non-saline	12.2	5.849945867
Non-saline	12.2	6.142779287
Non-saline	12.2	7.797153517
Non-saline	12.2	6.08417237
Non-saline	12.2	6.002534595
Non-saline	12.2	6.235284617
Non-saline	12.2	7.110210025
Non-saline	12.2	7.421309761
Non-saline	12.2	8.480445806
Non-saline	12.2	6.491356009
Non-saline	12.2	6.996161045
Non-saline	12.26	1.497383814
Non-saline	12.26	5.076050009
Non-saline	12.26	6.281435162
Non-saline	12.28	6.111130817
Non-saline	12.28	5.837347488
Non-saline	12.29	6.233347897
Non-saline	12.29	6.091017123
Non-saline	12.3	3.305727978
Non-saline	12.3	6.879217976
Non-saline	12.3	5.728645358
Non-saline	12.3	4.441050239
Non-saline	12.3	7.308399391
Non-saline	12.3	6.494536271
Non-saline	12.3	8.333656123
Non-saline	12.3	6.360092674
Non-saline	12.3	8.386166625
Non-saline	12.3	8.15559785
Non-saline	12.3	6.835113909
Non-saline	12.3	6.526283947
Non-saline	12.3	8.53806268
Non-saline	12.3	9.136368518
Non-saline	12.3	5.803803021
Non-saline	12.3	7.406018651
Non-saline	12.32	6.155080368
Non-saline	12.35	6.339990876
Plant	12.35061667	4.765269863
Plant	12.35061667	4.81982471
Plant	12.35061667	4.789074549
Plant	12.35061667	4.724988054
Plant	12.35061667	3.496735705
Plant	12.35061667	3.831621535
Plant	12.35061667	3.243037876
Plant	12.35061667	3.4495986
Plant	12.35061667	3.722841447
Plant	12.35061667	4.61203517
Plant	12.35061667	4.59255772
Plant	12.35061667	4.504785418
Saline	12.3778	5.58699914
Non-saline	12.39	6.75403514
Non-saline	12.39	6.053560795
Plant	12.39261667	3.986240906
Plant	12.39261667	3.644772012
Plant	12.39261667	3.153227
Plant	12.39261667	5.454955076
Plant	12.39261667	3.680135312
Plant	12.39261667	4.435185743
Plant	12.39261667	5.387235958
Plant	12.39261667	4.291041409
Plant	12.39261667	4.360751425
Plant	12.39261667	4.431866771
Plant	12.39261667	4.342964184
Plant	12.39261667	4.799773366
