Location	Temperature	Shannon Index
Non-saline	0	9.154439833
Non-saline	0.1	8.20764996
Non-saline	0.1	8.986478692
Non-saline	0.15	5.482165532
Non-saline	0.15	5.462661563
Non-saline	0.2	4.839648541
Non-saline	0.2	6.039123511
Non-saline	0.2	8.239679045
Non-saline	0.32	5.606312813
Non-saline	0.33	7.432187122
Non-saline	0.4	5.050171856
Non-saline	0.4	5.586711885
Non-saline	0.4	4.996466308
Non-saline	0.4	5.355607368
Non-saline	0.4	9.078819163
Saline	0.45	5.403417507
Non-saline	0.5	5.443955795
Non-saline	0.5	5.26751288
Non-saline	0.5	4.458584331
Non-saline	0.5	5.300174402
Saline	0.5	5.311921216
Non-saline	0.55	7.388048365
Non-saline	0.56	6.944649705
Non-saline	0.56	5.396969805
Non-saline	0.6	4.944479263
Non-saline	0.6	5.2820011
Non-saline	0.62	5.845314015
Non-saline	0.65	5.206341223
Non-saline	0.7	5.104445645
Non-saline	0.7	5.401442757
Non-saline	0.7	5.069161384
Non-saline	0.7	5.00240498
Non-saline	0.7	8.468945602
Non-saline	0.71	5.274551396
Non-saline	0.72	5.563318906
Non-saline	0.73	5.589366066
Non-saline	0.75	4.823755171
Non-saline	0.75	3.995423679
Non-saline	0.76	7.497963947
Non-saline	0.76	7.526543597
Non-saline	0.77	7.150810938
Non-saline	0.78	7.556699642
Non-saline	0.85	9.138507483
Non-saline	0.92	5.296729658
Non-saline	0.93	7.367325006
Non-saline	0.96	7.195591476
Non-saline	0.97	5.315554843
Non-saline	0.97	5.253880258
Non-saline	1	6.599509391
Non-saline	1.02	7.897241974
Non-saline	1.11	5.232312296
Non-saline	1.11	6.085115338
Non-saline	1.18	6.443985491
Non-saline	1.19	7.843439358
Non-saline	1.2	4.801760434
Non-saline	1.2	5.220948225
Non-saline	1.3	5.989403489
Non-saline	1.3	6.078447857
Non-saline	1.3	0.824210963
Non-saline	1.3	0.616311448
Non-saline	1.3	7.529141233
Non-saline	1.3	6.807446205
Non-saline	1.34	6.833078931
Non-saline	1.37	6.676967718
Non-saline	1.4	5.153769496
Non-saline	1.41	6.011191874
Non-saline	1.5	5.610048171
Non-saline	1.53	7.286812528
Non-saline	1.59	5.868944705
Non-saline	1.6	5.153278855
Non-saline	1.6	7.408669862
Non-saline	1.61	5.482313737
Non-saline	1.67	6.216215874
Saline	1.7723	6.355699254
Saline	1.8	6.465341349
Non-saline	1.81	6.624627579
Non-saline	1.83	6.753312469
Non-saline	1.86	7.81152007
Non-saline	1.87	6.34573596
Non-saline	1.9	4.376012796
Non-saline	1.9	4.547378529
Non-saline	1.9	7.211937791
Non-saline	1.9	7.039487447
Non-saline	1.9	6.612369573
Saline	1.9	4.785388233
Non-saline	1.9	6.695075457
Non-saline	1.92	7.561802668
Non-saline	1.92	6.604914004
Non-saline	1.93	7.359046543
Non-saline	1.94	5.789172668
Non-saline	1.95	6.899469164
Saline	2	3.909014308
Saline	2	3.551182484
Non-saline	2.03	7.245541482
Non-saline	2.03	7.01511484
Saline	2.0347	4.619387798
Saline	2.0347	4.088292565
Non-saline	2.05	6.444570295
Non-saline	2.06	6.297988718
Non-saline	2.08	6.727891544
Saline	2.139	6.222327429
Non-saline	2.16	6.528270959
Non-saline	2.2	5.481334893
Non-saline	2.21	6.506170161
Saline	2.2251	3.959061992
Saline	2.2251	4.685071059
Non-saline	2.23	5.846412243
Saline	2.2397	4.347497127
Non-saline	2.3	1.592992841
Non-saline	2.3	7.905089637
Saline	2.3536	3.096283221
Non-saline	2.37	5.691055506
Non-saline	2.37	6.315522333
Non-saline	2.39	6.267204845
Non-saline	2.4	6.059656292
Non-saline	2.4	5.430031028
Non-saline	2.4	5.306204838
Non-saline	2.4	4.872076145
Non-saline	2.43	6.586532269
Non-saline	2.44	6.847945005
Non-saline	2.45	6.581783313
Non-saline	2.47	4.47607793
Non-saline	2.47	4.443417953
Saline	2.5	3.957985412
Non-saline	2.5141	6.359918024
Non-saline	2.525	6.349040984
Non-saline	2.5444	6.221384449
Non-saline	2.5525	6.294908022
Non-saline	2.555	6.234936843
Non-saline	2.5557	6.31445846
Non-saline	2.5563	6.432626497
Non-saline	2.558	6.332999984
Non-saline	2.5587	6.349213476
Non-saline	2.56	6.274449721
Non-saline	2.5602	6.365562862
Non-saline	2.5661	5.963974688
Non-saline	2.5673	6.036845578
Non-saline	2.5709	6.184341305
Non-saline	2.59	6.636025905
Non-saline	2.59	5.695471809
Non-saline	2.59	6.372033283
Non-saline	2.6	5.834175781
Non-saline	2.6	5.82109605
Non-saline	2.6	5.847612507
Non-saline	2.6	6.508373607
Non-saline	2.6	6.328183846
Non-saline	2.6	6.563911628
Non-saline	2.6	5.083938076
Non-saline	2.6	6.256644857
Non-saline	2.6	6.179517908
Non-saline	2.6	6.566577385
Non-saline	2.7	3.669306408
Non-saline	2.7	4.251177622
Non-saline	2.7	4.673414706
Non-saline	2.7	2.722307244
Non-saline	2.7	4.849983242
Non-saline	2.7	7.895946762
Non-saline	2.7	9.392780582
Non-saline	2.7	6.124097906
Non-saline	2.7	6.275853201
Non-saline	2.7489	6.308428632
Non-saline	2.77	6.600497171
Non-saline	2.7713	6.270092378
Non-saline	2.7776	6.154640945
Non-saline	2.7804	6.110088636
Non-saline	2.7827	6.232976493
Non-saline	2.7852	6.235432885
Non-saline	2.7887	6.368853461
Non-saline	2.7934	5.816027461
Non-saline	2.7938	6.409134054
Non-saline	2.7969	5.89062776
Non-saline	2.8	5.245484645
Non-saline	2.8	3.847690716
Non-saline	2.8	6.995219143
Non-saline	2.8	7.515991754
Non-saline	2.8	2.241827206
Non-saline	2.8	5.943140139
Non-saline	2.8005	6.384419222
Non-saline	2.8062	6.320673596
Non-saline	2.8119	6.001992459
Non-saline	2.86	6.613649154
Non-saline	2.869	6.371741826
Non-saline	2.8759	6.236794767
Non-saline	2.88	5.051744743
Non-saline	2.88	5.029796305
Non-saline	2.88	6.689545239
Non-saline	2.9	5.64315733
Non-saline	2.9	6.13899415
Non-saline	2.9	3.970028894
Non-saline	2.9	6.491252621
Non-saline	2.9	4.552786902
Non-saline	2.9	1.71298391
Non-saline	2.9	7.301079057
Non-saline	2.9	6.580425202
Non-saline	2.9	9.521979824
Saline	2.9015	5.145629137
Non-saline	2.914	6.23666874
Non-saline	2.93	7.22237951
Non-saline	2.95	6.603751014
Non-saline	2.9666	6.365518403
Non-saline	2.9673	6.206720529
Non-saline	2.97	6.771078867
Non-saline	2.97	6.940333924
Non-saline	2.98	7.348951424
Saline	2.9959	3.774370257
Non-saline	3	9.594142199
Non-saline	3	0.653358889
Non-saline	3	4.343129321
Non-saline	3	7.655062547
Non-saline	3	3.596138545
Non-saline	3	4.847346439
Non-saline	3	7.067805106
Non-saline	3	2.254043953
Non-saline	3	4.964114775
Non-saline	3	5.823851396
Non-saline	3	4.875000403
Non-saline	3	5.569760383
Non-saline	3	6.948800907
Non-saline	3	6.975980847
Non-saline	3.01	6.472583156
Saline	3.0203	3.398342253
Saline	3.0838	4.14140723
Non-saline	3.1	3.995576989
Non-saline	3.1	4.509044618
Non-saline	3.1	7.70418381
Non-saline	3.1	6.220205169
Non-saline	3.1	6.075565644
Non-saline	3.1	5.848931281
Non-saline	3.1	2.956909631
Non-saline	3.1	9.594834455
Non-saline	3.1	6.811423724
Non-saline	3.1	4.387436205
Non-saline	3.1	5.774289512
Non-saline	3.1	2.630818332
Non-saline	3.1	6.292731808
Non-saline	3.15	6.624897549
Non-saline	3.2	5.119872537
Non-saline	3.2	4.622550629
Non-saline	3.2	6.321557172
Non-saline	3.2	5.983910834
Non-saline	3.2	9.624222638
Non-saline	3.2	6.301177428
Non-saline	3.2	6.475403085
Non-saline	3.2	9.284570381
Non-saline	3.2	4.375712239
Non-saline	3.2	2.572492815
Non-saline	3.2	6.575426451
Non-saline	3.2	9.008780278
Non-saline	3.2	6.709318717
Saline	3.2469	3.573675865
Non-saline	3.25	6.772320063
Saline	3.2646	3.611237854
Non-saline	3.3	5.211235934
Non-saline	3.3	6.556075629
Non-saline	3.3	6.207659437
Saline	3.3211	4.339931201
Saline	3.3266	3.015905161
Non-saline	3.3379	5.927842199
Non-saline	3.3463	6.01125084
Non-saline	3.4	3.251933397
Non-saline	3.4	7.779401709
Non-saline	3.42	7.101060091
Non-saline	3.45	4.73597117
Non-saline	3.45	4.688374562
Saline	3.4739	6.117113971
Saline	3.4789	5.072119188
Non-saline	3.4919	5.770653488
Non-saline	3.4929	5.552606383
Non-saline	3.4949	5.582112613
Non-saline	3.4949	5.92568819
Non-saline	3.5	7.561550846
Non-saline	3.5	7.265823276
Non-saline	3.5	6.000366765
Non-saline	3.5	7.402169659
Saline	3.517	5.26358879
Non-saline	3.5187	5.905691249
Non-saline	3.5298	5.723689362
Non-saline	3.5318	5.532360046
Non-saline	3.5413	5.276474547
Non-saline	3.5449	5.746432807
Non-saline	3.5477	5.584188241
Non-saline	3.548	5.620482684
Non-saline	3.5599	5.580933763
Non-saline	3.5612	5.83360317
Non-saline	3.5646	5.637941767
Non-saline	3.57	3.601176393
Non-saline	3.57	3.527258628
Non-saline	3.5808	5.840377069
Non-saline	3.5874	5.986625422
Non-saline	3.6	3.916727113
Non-saline	3.6	5.536041786
Non-saline	3.6	6.376968805
Non-saline	3.6	6.071863559
Non-saline	3.6	5.588465913
Non-saline	3.6	6.530446061
Non-saline	3.6	5.682308325
Non-saline	3.6	5.554690464
Non-saline	3.6	6.279862886
Non-saline	3.6	7.095962861
Saline	3.6862	2.494528512
Non-saline	3.7	3.909127136
Non-saline	3.7	3.73989063
Non-saline	3.7	6.485708232
Non-saline	3.7	7.046136319
Non-saline	3.8	5.405651162
Non-saline	3.8	5.241235189
Non-saline	3.8	6.37185873
Non-saline	3.8	9.42335694
Non-saline	3.8	9.884022338
Non-saline	3.9	5.328262852
Non-saline	3.9	3.81414266
Non-saline	3.9	3.888314558
Non-saline	3.9	3.662276721
Non-saline	3.9	3.921169059
Non-saline	3.9	3.060959272
Non-saline	3.9	4.898792161
Non-saline	3.9	6.150354958
Non-saline	3.9	4.378157883
Non-saline	3.9	4.274367745
Non-saline	3.9	5.933189157
Non-saline	3.9	5.179216699
Non-saline	3.9	6.193594188
Non-saline	3.9	6.149540844
Non-saline	3.9	5.999078371
Non-saline	3.94	6.206282698
Non-saline	3.99	6.569327275
Non-saline	4	4.909158051
Non-saline	4	5.382060342
Non-saline	4	6.40359763
Non-saline	4	6.349670941
Non-saline	4	5.942844375
Non-saline	4	6.537374028
Non-saline	4	4.114054807
Non-saline	4	6.276883145
Non-saline	4	6.003153641
Non-saline	4	6.454537873
Non-saline	4	6.371588904
Non-saline	4.09	6.322247274
Non-saline	4.1	5.238441643
Non-saline	4.1	3.83323924
Non-saline	4.1	2.160917132
Non-saline	4.1	6.094679175
Non-saline	4.1	9.857620936
Non-saline	4.1	5.838293126
Non-saline	4.1	5.944866328
Non-saline	4.1	7.280748664
Non-saline	4.1	8.165542585
Non-saline	4.1	7.356273244
Non-saline	4.1	5.892264487
Non-saline	4.1	6.614984488
Non-saline	4.1	6.02201534
Non-saline	4.1	4.121139729
Non-saline	4.1	4.196417488
Non-saline	4.1	9.256949849
Non-saline	4.1	9.604112885
Non-saline	4.1	6.904936461
Non-saline	4.12	4.869646932
Non-saline	4.12	4.798691102
Non-saline	4.13	5.592131873
Non-saline	4.14	4.199828935
Non-saline	4.15	7.019495278
Saline	4.1515	5.901890285
Non-saline	4.16	4.879523328
Non-saline	4.16	4.834328791
Non-saline	4.2	6.27896209
Non-saline	4.2	2.071835473
Non-saline	4.2	6.147201031
Non-saline	4.2	6.393313464
Non-saline	4.2	5.480316284
Non-saline	4.2	5.402227083
Non-saline	4.2	7.065373528
Non-saline	4.2	4.055447316
Non-saline	4.2	6.16142787
Non-saline	4.2	6.037604449
Non-saline	4.2	5.881437836
Non-saline	4.2	5.658106582
Non-saline	4.2	5.769694133
Non-saline	4.2	7.654247735
Non-saline	4.2	5.736548125
Non-saline	4.2	6.137261029
Non-saline	4.2	5.82489278
Non-saline	4.2	5.20953374
Non-saline	4.2	5.007811111
Non-saline	4.2	6.294072155
Non-saline	4.2	4.636718469
Non-saline	4.2	6.090061452
Non-saline	4.2	6.546120604
Non-saline	4.2	4.098820047
Non-saline	4.2	7.139238628
Non-saline	4.23	4.19877386
Non-saline	4.25	3.829266321
Non-saline	4.25	3.801349926
Non-saline	4.25	4.232698667
Non-saline	4.25	4.299254052
Non-saline	4.25	6.165040777
Non-saline	4.28	4.608177418
Non-saline	4.3	3.208473203
Non-saline	4.3	5.010927459
Non-saline	4.3	5.041877004
Non-saline	4.3	4.867819571
Non-saline	4.3	5.861182232
Non-saline	4.3	6.279983855
Non-saline	4.3	5.933128103
Non-saline	4.3	5.287811714
Non-saline	4.3	6.114771762
Non-saline	4.3	5.081801333
Non-saline	4.3	7.392543387
Non-saline	4.3	7.053204312
Non-saline	4.3	4.977596392
Non-saline	4.3	6.141188756
Non-saline	4.3	2.837963664
Non-saline	4.3	6.31121385
Non-saline	4.3	9.496246762
Non-saline	4.3	4.553643873
Non-saline	4.3	5.221886738
Non-saline	4.3	5.205330374
Non-saline	4.3	7.050979493
Non-saline	4.3	6.161176057
Non-saline	4.3	6.649222745
Non-saline	4.3	6.662079208
Non-saline	4.3	7.159399395
Non-saline	4.3	6.689474212
Non-saline	4.3	7.127451596
Non-saline	4.3	7.285711496
Non-saline	4.3	10.66526892
Non-saline	4.32	6.3745499
Non-saline	4.33	4.509281052
Non-saline	4.33	5.11447513
Non-saline	4.33	5.047490504
Non-saline	4.36	7.031211563
Non-saline	4.36	4.208947925
Non-saline	4.36	4.154993162
Non-saline	4.37	7.361864623
Non-saline	4.38	4.887387763
Non-saline	4.4	9.263920237
Non-saline	4.4	5.168063505
Non-saline	4.4	6.565265074
Non-saline	4.4	4.209789209
Non-saline	4.4	2.464890677
Non-saline	4.4	5.850809287
Non-saline	4.4	5.350685656
Non-saline	4.4	5.974562768
Non-saline	4.4	5.680703753
Non-saline	4.4	5.397299984
Non-saline	4.4	6.230448944
Non-saline	4.4	5.951940273
Non-saline	4.4	6.399960025
Non-saline	4.4	6.037541669
Non-saline	4.4	5.432901869
Non-saline	4.4	1.617106012
Non-saline	4.4	9.547566782
Non-saline	4.4	1.502505537
Non-saline	4.4	4.897692871
Non-saline	4.4	6.91473129
Non-saline	4.4	6.873020835
Non-saline	4.4	6.711010796
Non-saline	4.4	6.123887637
Non-saline	4.4	6.308059886
Non-saline	4.4	6.700303579
Non-saline	4.4	6.072857854
Non-saline	4.4	6.613557684
Non-saline	4.4	6.996093318
Non-saline	4.4	6.565962474
Non-saline	4.4	6.315289747
Non-saline	4.4	6.979055613
Non-saline	4.4	10.61023093
Non-saline	4.4	9.94870702
Saline	4.4	6.318680904
Non-saline	4.46	6.640646193
Non-saline	4.47	6.348377259
Non-saline	4.47	6.172601509
Non-saline	4.49	7.256224182
Non-saline	4.5	4.819356842
Non-saline	4.5	9.038587682
Non-saline	4.5	6.069185579
Non-saline	4.5	6.216151584
Non-saline	4.5	6.550574187
Non-saline	4.5	7.02282621
Non-saline	4.5	6.316281549
Non-saline	4.5	5.531394255
Non-saline	4.5	7.256490228
Non-saline	4.5	6.297196349
Non-saline	4.5	6.075694025
Non-saline	4.5	6.315847693
Non-saline	4.5	6.485941587
Non-saline	4.5	6.547088262
Non-saline	4.5	9.032235061
Non-saline	4.5	6.573814362
Non-saline	4.5	10.42976057
Non-saline	4.52	7.312437892
Non-saline	4.53	7.281386525
Non-saline	4.53	5.175938799
Non-saline	4.54	6.434072817
Non-saline	4.56	6.429630396
Non-saline	4.57	7.040116957
Non-saline	4.57	7.225524867
Non-saline	4.57	5.354770467
Non-saline	4.57	6.329401751
Non-saline	4.58	7.385313624
Non-saline	4.6	6.220589923
Non-saline	4.6	3.510301115
Non-saline	4.6	3.796547911
Non-saline	4.6	3.883184018
Non-saline	4.6	6.34816784
Non-saline	4.6	3.915068114
Non-saline	4.6	4.640226516
Non-saline	4.6	3.331273065
Non-saline	4.6	6.235219484
Non-saline	4.6	6.062321768
Non-saline	4.6	5.122142512
Non-saline	4.6	6.152757054
Non-saline	4.6	6.491660627
Non-saline	4.6	5.250538544
Non-saline	4.6	9.238415685
Non-saline	4.6	6.240716123
Non-saline	4.6	6.857156156
Non-saline	4.6	4.71349148
Non-saline	4.6	6.654751466
Non-saline	4.6	6.626763927
Non-saline	4.6	7.623397824
Non-saline	4.6	6.812856704
Non-saline	4.6	6.893868865
Non-saline	4.6	6.767590588
Non-saline	4.6	6.391055875
Non-saline	4.6	6.400984284
Non-saline	4.6	9.910571786
Non-saline	4.61	6.328964219
Non-saline	4.61	6.856556258
Non-saline	4.63	6.651561919
Non-saline	4.63	6.791600692
Non-saline	4.63	4.200163549
Non-saline	4.63	4.194682382
Non-saline	4.63	4.302762575
Non-saline	4.64	7.909112735
Non-saline	4.64	7.870376713
Non-saline	4.64	7.003580548
Non-saline	4.64	7.282225552
Non-saline	4.64	6.563305167
Non-saline	4.65	5.261708327
Non-saline	4.66	7.061970478
Non-saline	4.67	6.623329996
Non-saline	4.67	5.542066049
Non-saline	4.68	5.358298776
Non-saline	4.68	5.98577261
Non-saline	4.68	4.943182196
Non-saline	4.68	6.574278544
Non-saline	4.68	6.360566226
Non-saline	4.7	6.039340458
Non-saline	4.7	6.032673183
Non-saline	4.7	5.824713569
Non-saline	4.7	4.885744519
Non-saline	4.7	6.180893139
Non-saline	4.7	6.029738277
Non-saline	4.7	6.173272636
Non-saline	4.7	1.80295175
Non-saline	4.7	5.228428808
Non-saline	4.7	6.271444765
Non-saline	4.7	6.199866887
Non-saline	4.7	5.71092346
Non-saline	4.7	6.200512155
Non-saline	4.7	6.480271715
Non-saline	4.7	4.843863562
Non-saline	4.7	6.135651477
Non-saline	4.7	4.307175487
Non-saline	4.7	4.304791171
Non-saline	4.7	9.727368786
Non-saline	4.7	9.127868209
Non-saline	4.71	7.404225196
Non-saline	4.71	6.939440665
Non-saline	4.72	6.540262726
Non-saline	4.72	4.162420569
Non-saline	4.72	4.095642684
Non-saline	4.73	7.342982248
Non-saline	4.73	7.216944995
Non-saline	4.73	7.417093599
Non-saline	4.73	7.318122704
Non-saline	4.73	7.337052497
Non-saline	4.74	5.647384903
Non-saline	4.74	4.958289193
Non-saline	4.74	4.98119331
Non-saline	4.74	4.901035735
Non-saline	4.74	4.939357701
Non-saline	4.75	5.08134704
Non-saline	4.75	4.510792987
Non-saline	4.75	6.139690162
Non-saline	4.76	7.158549871
Non-saline	4.76	5.773948479
Non-saline	4.76	4.804551008
Non-saline	4.76	4.727242753
Non-saline	4.77	5.353470963
Non-saline	4.77	5.319312543
Non-saline	4.77	7.090490251
Non-saline	4.79	7.54791683
Non-saline	4.79	7.480830346
Non-saline	4.8	8.64673594
Non-saline	4.8	4.420144912
Non-saline	4.8	5.390857743
Non-saline	4.8	4.166604952
Non-saline	4.8	6.700087215
Non-saline	4.8	2.000593027
Non-saline	4.8	3.474665752
Non-saline	4.8	2.758511141
Non-saline	4.8	5.470967851
Non-saline	4.8	5.707818891
Non-saline	4.8	6.558882843
Non-saline	4.8	5.980180248
Non-saline	4.8	5.405469472
Non-saline	4.8	6.194632484
Non-saline	4.8	6.083818116
Non-saline	4.8	5.226875387
Non-saline	4.8	3.806963258
Non-saline	4.8	5.917932236
Non-saline	4.8	1.832895384
Non-saline	4.8	5.784341338
Non-saline	4.8	5.815405184
Non-saline	4.8	5.609196005
Non-saline	4.8	5.254080122
Non-saline	4.8	4.05848075
Non-saline	4.8	3.628999827
Non-saline	4.8	2.307211114
Non-saline	4.8	5.165838307
Non-saline	4.8	6.105637504
Non-saline	4.8	5.732596683
Non-saline	4.8	4.963525574
Non-saline	4.8	5.799187244
Non-saline	4.8	4.895902561
Non-saline	4.8	4.845006516
Non-saline	4.8	4.715492799
Non-saline	4.8	4.719372697
Non-saline	4.8	7.546071413
Non-saline	4.8	6.748335732
Non-saline	4.8	6.115133371
Non-saline	4.8	6.765882138
Non-saline	4.8	6.010032212
Saline	4.8	4.184239542
Non-saline	4.81	7.58009009
Non-saline	4.81	4.227767706
Non-saline	4.81	6.561386278
Non-saline	4.84	7.263381857
Non-saline	4.84	7.081475641
Non-saline	4.84	7.601382967
Non-saline	4.84	7.465555584
Non-saline	4.85	3.270417722
Non-saline	4.85	3.294289548
Non-saline	4.85	7.688638174
Non-saline	4.85	6.262874429
Non-saline	4.85	6.27210902
Non-saline	4.88	7.471889531
Non-saline	4.88	3.713626617
Non-saline	4.89	5.977271669
Non-saline	4.9	4.52751266
Non-saline	4.9	4.541352757
Non-saline	4.9	4.189279763
Non-saline	4.9	7.727337829
Non-saline	4.9	5.763059345
Non-saline	4.9	9.235854657
Non-saline	4.9	3.670618603
Non-saline	4.9	6.039937145
Non-saline	4.9	5.7744068
Non-saline	4.9	6.17179029
Non-saline	4.9	5.852500384
Non-saline	4.9	5.212621446
Non-saline	4.9	6.066767097
Non-saline	4.9	6.056551548
Non-saline	4.9	5.704358716
Non-saline	4.9	6.330280683
Non-saline	4.9	5.891364758
Non-saline	4.9	5.115818371
Non-saline	4.9	5.428701938
Non-saline	4.9	5.868868983
Non-saline	4.9	5.235225303
Non-saline	4.9	7.334129549
Non-saline	4.9	7.180438374
Non-saline	4.9	5.739234214
Non-saline	4.9	4.341977587
Non-saline	4.9	4.344143144
Non-saline	4.9	4.121204385
Saline	4.9	4.210769621
Non-saline	4.91	7.83391304
Non-saline	4.91	7.726566401
Non-saline	4.91	4.769939964
Non-saline	4.91	4.735713495
Non-saline	4.92	5.163977693
Non-saline	4.93	4.773741016
Non-saline	4.93	3.957470749
Non-saline	4.93	6.829555908
Non-saline	4.94	5.818470063
Non-saline	4.95	5.826458205
Non-saline	4.95	6.131848047
Non-saline	4.95	6.047278892
Non-saline	4.95	5.134213838
Non-saline	4.95	5.101697171
Non-saline	4.95	4.80175021
Non-saline	4.96	7.315739745
Non-saline	4.96	7.300289005
Non-saline	4.96	6.240908132
Non-saline	4.96	6.421702834
Non-saline	4.97	7.531853576
Non-saline	4.97	7.519757254
Non-saline	4.97	6.144205122
Non-saline	4.97	6.153857384
Non-saline	4.98	5.059983904
Non-saline	4.98	5.694376601
Non-saline	5	4.681030151
Non-saline	5	6.113908798
Non-saline	5	4.172550131
Non-saline	5	4.890016147
Non-saline	5	3.949403597
Non-saline	5	5.023149002
Non-saline	5	5.418721711
Non-saline	5	6.009059358
Non-saline	5	6.912081822
Non-saline	5	2.121343353
Non-saline	5	5.834201572
Non-saline	5	9.366725603
Non-saline	5	5.187422612
Non-saline	5	6.687752041
Non-saline	5	3.888249039
Non-saline	5	1.066886867
Non-saline	5	2.91709473
Non-saline	5	5.627510849
Non-saline	5	4.657704795
Non-saline	5	4.334630218
Non-saline	5	3.287868442
Non-saline	5	3.294719851
Non-saline	5	4.646843231
Non-saline	5	5.313362821
Non-saline	5	5.243710641
Non-saline	5	5.012305896
Non-saline	5	5.127806084
Non-saline	5	6.210632903
Non-saline	5	6.803284684
Non-saline	5	6.952942868
Non-saline	5	7.193766012
Non-saline	5	6.287111766
Non-saline	5	6.474638223
Non-saline	5.01	7.29519469
Non-saline	5.01	7.180822624
Non-saline	5.01	5.568373797
Non-saline	5.01	6.372765578
Non-saline	5.01	6.616380401
Non-saline	5.03	7.658128941
Non-saline	5.03	5.831048927
Non-saline	5.04	7.840934036
Non-saline	5.04	7.79291398
Non-saline	5.04	4.05666106
Non-saline	5.04	4.907461719
Non-saline	5.05	7.810588669
Non-saline	5.05	7.816536523
Non-saline	5.05	4.392300594
Non-saline	5.07	5.13619994
Non-saline	5.08	7.470348491
Non-saline	5.08	7.520759998
Non-saline	5.09	5.572339797
Non-saline	5.1	5.243986764
Non-saline	5.1	5.314130526
Non-saline	5.1	6.484877496
Non-saline	5.1	5.898839751
Non-saline	5.1	6.093917617
Non-saline	5.1	4.860038923
Non-saline	5.1	4.901141171
Non-saline	5.1	4.943884928
Saline	5.1	4.410164927
Non-saline	5.1	5.893564616
Non-saline	5.1	6.487901858
Non-saline	5.11	7.799773752
Non-saline	5.11	7.662619298
Non-saline	5.11	7.513788794
Non-saline	5.11	7.399007839
Non-saline	5.12	6.912917277
Non-saline	5.12	6.353260399
Non-saline	5.13	7.7641771
Non-saline	5.13	7.672055246
Non-saline	5.14	7.70788679
Non-saline	5.14	7.581000486
Non-saline	5.14	5.106225888
Non-saline	5.14	5.810427982
Non-saline	5.14	6.669404631
Non-saline	5.15	7.6932699
Non-saline	5.15	7.702491076
Non-saline	5.15	5.117887519
Non-saline	5.15	5.787387484
Non-saline	5.15	5.809182617
Non-saline	5.16	5.26076619
Non-saline	5.16	5.210623947
Non-saline	5.16	10.56428446
Non-saline	5.17	5.597365823
Non-saline	5.17	6.345656837
Non-saline	5.17	5.301906693
Non-saline	5.18	7.912942357
Non-saline	5.18	7.849327042
Non-saline	5.18	7.61979579
Non-saline	5.18	7.501711688
Non-saline	5.18	7.635841035
Non-saline	5.18	7.525466782
Non-saline	5.19	6.526772586
Non-saline	5.19	5.420961439
Non-saline	5.19	6.575969934
Non-saline	5.19	6.566548014
Non-saline	5.19	6.420275502
Non-saline	5.2	8.682268478
Non-saline	5.2	4.909868701
Non-saline	5.2	3.988961731
Non-saline	5.2	4.055407418
Non-saline	5.2	7.131352129
Non-saline	5.2	5.713876831
Non-saline	5.2	6.739499198
Non-saline	5.2	3.371711099
Non-saline	5.2	2.483700185
Non-saline	5.2	7.106841251
Non-saline	5.2	4.724612056
Non-saline	5.2	6.239682868
Non-saline	5.2	3.625811037
Non-saline	5.2	4.057964193
Non-saline	5.2	5.836866456
Non-saline	5.2	6.028102257
Non-saline	5.2	6.108214542
Saline	5.2	4.152648743
Non-saline	5.2	9.964919995
Non-saline	5.22	7.816901921
Non-saline	5.22	7.644084029
Non-saline	5.22	2.074839358
Non-saline	5.22	1.846458467
Non-saline	5.22	6.432583288
Non-saline	5.22	6.564872299
Non-saline	5.24	7.817600786
Non-saline	5.24	7.814713773
Non-saline	5.25	5.565252461
Non-saline	5.25	5.568664637
Non-saline	5.25	5.107086502
Non-saline	5.25	5.089669295
Non-saline	5.25	6.38338214
Non-saline	5.26	6.640863917
Non-saline	5.26	6.309424876
Non-saline	5.27	5.942723713
Non-saline	5.28	7.365732237
Non-saline	5.28	4.420483097
Non-saline	5.28	4.36945295
Non-saline	5.28	4.418436783
Non-saline	5.28	6.266305654
Non-saline	5.28	6.329351508
Non-saline	5.28	6.120823514
Non-saline	5.29	6.706195931
Non-saline	5.29	6.816783677
Non-saline	5.29	6.482307042
Non-saline	5.3	8.82998904
Non-saline	5.3	9.066466678
Non-saline	5.3	8.14159974
Non-saline	5.3	8.205273559
Non-saline	5.3	9.075063466
Non-saline	5.3	8.278223885
Non-saline	5.3	8.260177111
Non-saline	5.3	9.069054024
Non-saline	5.3	8.915238012
Non-saline	5.3	8.097395372
Non-saline	5.3	8.13644279
Non-saline	5.3	9.039805202
Non-saline	5.3	8.802603675
Non-saline	5.3	8.408390923
Non-saline	5.3	8.84927196
Non-saline	5.3	9.170176347
Non-saline	5.3	8.870570843
Non-saline	5.3	8.609059722
Non-saline	5.3	8.101463905
Non-saline	5.3	8.837685626
Non-saline	5.3	8.536373541
Non-saline	5.3	8.343186303
Non-saline	5.3	7.829977254
Non-saline	5.3	8.951145533
Non-saline	5.3	8.44259852
Non-saline	5.3	8.516577923
Non-saline	5.3	8.976193365
Non-saline	5.3	9.200232442
Non-saline	5.3	8.63248439
Non-saline	5.3	8.357451832
Non-saline	5.3	3.953069018
Non-saline	5.3	3.771274447
Non-saline	5.3	3.909252631
Non-saline	5.3	4.588373026
Non-saline	5.3	3.756627902
Non-saline	5.3	5.109076355
Non-saline	5.3	6.43077105
