Latitude	Shannon	Location
55.906	8.428786612	Non-saline
55.905	6.368238637	Non-saline
55.905	4.470240545	Non-saline
55.905	5.201084204	Non-saline
55.905	5.202027329	Non-saline
55.905	8.72898811	Non-saline
55.905	8.822477469	Non-saline
55.905	7.722893218	Non-saline
55.905	7.385939872	Non-saline
55.906	8.38976088	Non-saline
55.905	7.219265833	Non-saline
55.906	8.442701546	Non-saline
55.905	8.393913714	Non-saline
55.905	5.315295558	Non-saline
55.905	4.986734589	Non-saline
55.905	5.338514044	Non-saline
55.905	8.666680631	Non-saline
55.905	8.734398443	Non-saline
55.905	8.549064913	Non-saline
55.906	8.386332878	Non-saline
55.905	8.092005769	Non-saline
55.906	8.649964755	Non-saline
55.906	2.13327052	Non-saline
55.905	8.660972005	Non-saline
55.905	8.540326063	Non-saline
55.906	8.517532462	Non-saline
55.906	8.806220331	Non-saline
55.905	8.617658158	Non-saline
55.905	8.824636408	Non-saline
55.905	8.583007468	Non-saline
55.906	8.380481455	Non-saline
55.906	8.506573419	Non-saline
55.905	8.773631715	Non-saline
55.905	8.733074399	Non-saline
55.905	8.974165755	Non-saline
55.906	8.956100977	Non-saline
55.906	8.863599188	Non-saline
55.905	4.637677603	Non-saline
55.905	8.623300954	Non-saline
55.905	8.725974321	Non-saline
55.905	8.532451618	Non-saline
55.906	8.373729881	Non-saline
55.906	8.633697764	Non-saline
55.905	8.813807592	Non-saline
55.905	8.911868862	Non-saline
55.905	9.029784687	Non-saline
55.906	8.876539278	Non-saline
55.906	8.66389043	Non-saline
55.906	8.736329451	Non-saline
55.905	4.091823885	Non-saline
55.905	8.615374014	Non-saline
55.905	8.54964537	Non-saline
55.906	8.251312666	Non-saline
55.906	8.627824562	Non-saline
55.905	8.624503328	Non-saline
55.905	8.493169424	Non-saline
55.905	8.966812929	Non-saline
55.906	8.896896947	Non-saline
55.906	8.550486541	Non-saline
55.906	8.754476216	Non-saline
55.905	8.695404604	Non-saline
55.905	8.576654836	Non-saline
55.906	9.275446189	Non-saline
55.905	8.512899937	Non-saline
55.906	8.380693008	Non-saline
55.906	8.754382245	Non-saline
55.905	8.624555719	Non-saline
55.905	8.82428449	Non-saline
55.905	9.029056514	Non-saline
55.906	8.970769029	Non-saline
55.906	8.625905007	Non-saline
55.906	8.84320745	Non-saline
55.905	8.880091137	Non-saline
55.905	8.651051358	Non-saline
55.905	9.23987628	Non-saline
55.905	8.591567432	Non-saline
55.906	8.52793902	Non-saline
55.906	8.582493669	Non-saline
55.905	9.040541074	Non-saline
55.905	8.764357977	Non-saline
55.905	9.058584661	Non-saline
55.906	8.976078782	Non-saline
55.906	8.77483312	Non-saline
55.905	8.770656654	Non-saline
55.905	8.760571069	Non-saline
55.905	8.785109604	Non-saline
55.906	8.78428938	Non-saline
55.905	1.497383814	Non-saline
55.905	8.882343789	Non-saline
55.905	8.678193761	Non-saline
55.873	2.301888644	Non-saline
55.873	1.918018777	Non-saline
55.873	7.499475054	Non-saline
55.873	6.039109052	Non-saline
55.873	5.76031388	Non-saline
55.873	4.551024653	Non-saline
55.873	6.063971557	Non-saline
55.873	5.279793761	Non-saline
55.873	3.110480994	Non-saline
55.873	2.667604422	Non-saline
55.873	3.00725532	Non-saline
55.873	2.115155318	Non-saline
55.873	8.551001612	Non-saline
55.873	5.757606221	Non-saline
55.873	5.887813008	Non-saline
55.873	4.524040962	Non-saline
55.873	6.924186417	Non-saline
55.873	3.184341743	Non-saline
55.873	2.913485411	Non-saline
55.873	2.898859674	Non-saline
55.873	2.757190439	Non-saline
55.873	6.957167265	Non-saline
55.873	3.458397767	Non-saline
55.873	4.822464313	Non-saline
55.873	6.87000846	Non-saline
55.873	7.39370049	Non-saline
55.873	6.942376446	Non-saline
55.873	7.296598957	Non-saline
55.873	6.967271097	Non-saline
55.873	5.166450364	Non-saline
55.873	4.336551081	Non-saline
55.873	1.863800616	Non-saline
55.873	2.626466254	Non-saline
55.873	3.747343074	Non-saline
55.873	5.432843271	Non-saline
55.873	6.260641435	Non-saline
55.873	7.540221077	Non-saline
55.873	4.854014108	Non-saline
55.873	6.781501607	Non-saline
55.873	6.596537993	Non-saline
55.873	4.353890778	Non-saline
55.873	4.654400244	Non-saline
55.873	5.470759647	Non-saline
55.905	5.034213731	Non-saline
55.905	3.966105386	Non-saline
55.905	9.039805202	Non-saline
55.905	8.802603675	Non-saline
55.906	8.408390923	Non-saline
55.905	8.847291599	Non-saline
55.905	8.79440542	Non-saline
55.905	8.438421223	Non-saline
55.905	9.018776634	Non-saline
55.905	8.733191372	Non-saline
55.905	8.397786419	Non-saline
55.905	8.84927196	Non-saline
55.905	9.170176347	Non-saline
55.905	8.870570843	Non-saline
55.906	8.609059722	Non-saline
55.905	5.736585803	Non-saline
55.905	8.852427468	Non-saline
55.905	8.911306009	Non-saline
55.905	8.648303051	Non-saline
55.905	8.771436297	Non-saline
55.905	8.45169538	Non-saline
55.905	8.898512054	Non-saline
55.905	8.101463905	Non-saline
55.905	8.837685626	Non-saline
55.905	8.536373541	Non-saline
55.906	8.343186303	Non-saline
55.905	4.463907167	Non-saline
55.905	8.665777737	Non-saline
55.905	8.885556367	Non-saline
55.905	8.470466758	Non-saline
55.906	9.098165332	Non-saline
55.905	8.609174382	Non-saline
55.905	8.538395019	Non-saline
55.905	8.714539691	Non-saline
55.905	7.829977254	Non-saline
55.905	8.951145533	Non-saline
55.905	8.44259852	Non-saline
55.906	8.516577923	Non-saline
55.905	8.624229011	Non-saline
55.905	8.988253483	Non-saline
55.906	4.74223713	Non-saline
55.905	8.812188276	Non-saline
55.905	8.905736971	Non-saline
55.905	8.620583715	Non-saline
55.905	8.976193365	Non-saline
55.905	9.200232442	Non-saline
55.905	8.63248439	Non-saline
55.906	8.357451832	Non-saline
55.905	8.932757221	Non-saline
55.905	8.78947915	Non-saline
55.905	8.931780226	Non-saline
55.906	8.996064326	Non-saline
55.906	8.75989252	Non-saline
55.905	8.724468417	Non-saline
55.905	8.456046795	Non-saline
55.905	8.821914502	Non-saline
55.906	8.511746172	Non-saline
55.905	6.92630749	Non-saline
55.905	8.952285658	Non-saline
55.905	8.747846908	Non-saline
55.905	9.013161887	Non-saline
55.906	8.948762764	Non-saline
55.906	8.57205647	Non-saline
55.906	8.865482105	Non-saline
55.905	9.073720676	Non-saline
55.905	8.724265127	Non-saline
55.905	8.892759889	Non-saline
55.906	8.291292249	Non-saline
55.906	8.652634579	Non-saline
55.905	8.985386542	Non-saline
55.905	8.908047744	Non-saline
55.905	8.932142347	Non-saline
55.906	8.926775755	Non-saline
55.905	5.076050009	Non-saline
55.905	2.937463923	Non-saline
55.905	4.85327806	Non-saline
55.905	4.695212124	Non-saline
55.906	8.21833574	Non-saline
55.906	6.874507761	Non-saline
55.905	7.187024659	Non-saline
55.905	5.220442363	Non-saline
55.905	7.9661268	Non-saline
55.906	7.289275012	Non-saline
55.906	6.993151861	Non-saline
55.905	8.192719029	Non-saline
55.905	4.207065821	Non-saline
55.905	4.250642537	Non-saline
55.906	4.122792186	Non-saline
55.906	6.62374666	Non-saline
55.905	5.274083557	Non-saline
55.905	4.37595898	Non-saline
55.905	7.065316806	Non-saline
55.906	7.321060639	Non-saline
55.906	7.005894053	Non-saline
55.905	8.625923478	Non-saline
55.905	4.271109648	Non-saline
55.905	4.318185526	Non-saline
55.905	4.776051989	Non-saline
55.906	7.014989998	Non-saline
55.905	6.024028597	Non-saline
55.905	4.181012382	Non-saline
55.905	7.506407122	Non-saline
55.906	7.542724324	Non-saline
55.906	6.536770039	Non-saline
55.905	8.828235193	Non-saline
55.905	4.306967848	Non-saline
55.905	4.520267204	Non-saline
55.905	4.485848724	Non-saline
55.906	6.77825877	Non-saline
55.906	6.948243592	Non-saline
55.905	8.079563676	Non-saline
55.905	5.050426594	Non-saline
55.905	4.048473881	Non-saline
55.905	7.302771096	Non-saline
55.906	6.193759351	Non-saline
55.905	8.704262644	Non-saline
55.905	4.978136894	Non-saline
55.905	5.098460866	Non-saline
55.906	7.646554326	Non-saline
55.906	6.576906766	Non-saline
55.905	6.155080368	Non-saline
55.905	4.634907962	Non-saline
55.905	5.053536985	Non-saline
55.905	7.599089718	Non-saline
55.906	6.023824258	Non-saline
55.905	9.118140129	Non-saline
55.905	4.964312744	Non-saline
55.905	4.274455045	Non-saline
55.906	6.997609658	Non-saline
55.905	7.024535535	Non-saline
55.905	5.263516065	Non-saline
55.906	4.776980585	Non-saline
55.906	6.291396758	Non-saline
55.905	8.642610669	Non-saline
55.905	5.324852234	Non-saline
55.905	4.580681899	Non-saline
55.906	8.615963584	Non-saline
55.906	7.039449588	Non-saline
55.905	7.305855399	Non-saline
55.905	5.685212007	Non-saline
55.905	3.879201521	Non-saline
55.906	6.881207373	Non-saline
55.906	6.596370197	Non-saline
55.905	3.945883885	Non-saline
55.905	5.174989219	Non-saline
55.906	8.105141901	Non-saline
55.906	7.192638032	Non-saline
55.905	7.127340194	Non-saline
55.905	5.12045985	Non-saline
55.906	7.640569309	Non-saline
55.906	7.158149123	Non-saline
55.905	6.004338332	Non-saline
55.905	8.741698825	Non-saline
55.905	8.844573636	Non-saline
55.905	8.880445085	Non-saline
55.905	8.537168878	Non-saline
55.906	8.635956275	Non-saline
55.906	8.835473239	Non-saline
55.905	8.5838274	Non-saline
55.905	8.627035354	Non-saline
55.906	8.729948085	Non-saline
55.906	8.57542594	Non-saline
55.905	8.971001308	Non-saline
55.906	6.058453856	Non-saline
55.905	8.739191709	Non-saline
55.906	8.761002858	Non-saline
55.905	8.672559003	Non-saline
55.905	8.537643935	Non-saline
55.906	8.542732265	Non-saline
55.906	8.779091726	Non-saline
55.906	8.60409083	Non-saline
55.905	8.981797709	Non-saline
55.905	8.750791563	Non-saline
55.906	8.73505718	Non-saline
55.906	8.625624101	Non-saline
55.905	7.911855807	Non-saline
55.905	8.518588133	Non-saline
55.906	8.558977801	Non-saline
55.905	8.505310144	Non-saline
55.906	8.8790654	Non-saline
55.906	7.872994416	Non-saline
55.905	8.518559057	Non-saline
55.906	8.766311084	Non-saline
55.906	8.808342566	Non-saline
55.905	8.211652534	Non-saline
55.905	8.308151927	Non-saline
55.905	8.618224798	Non-saline
55.906	8.601241129	Non-saline
55.905	8.604099355	Non-saline
55.906	8.923609324	Non-saline
55.906	5.82639487	Non-saline
55.905	8.775673543	Non-saline
55.906	8.727465819	Non-saline
55.906	8.746081402	Non-saline
55.905	8.402636626	Non-saline
55.905	8.357639349	Non-saline
55.906	8.70483235	Non-saline
55.906	8.912073618	Non-saline
55.906	4.881736388	Non-saline
55.905	8.748786073	Non-saline
55.906	8.59948132	Non-saline
55.906	8.682429069	Non-saline
55.905	8.218941815	Non-saline
55.905	8.57062645	Non-saline
55.906	8.610220174	Non-saline
55.906	8.812475255	Non-saline
55.905	8.974650305	Non-saline
55.906	8.863835133	Non-saline
55.906	6.816187559	Non-saline
55.905	8.826296801	Non-saline
55.906	8.448087702	Non-saline
55.906	8.598128451	Non-saline
55.905	8.311912269	Non-saline
55.906	8.636853818	Non-saline
55.906	8.160420095	Non-saline
55.905	8.834390369	Non-saline
55.905	9.076051504	Non-saline
55.905	8.572159644	Non-saline
55.906	8.496650711	Non-saline
55.906	8.726927868	Non-saline
55.905	8.797494654	Non-saline
55.906	8.421308555	Non-saline
55.905	4.876273846	Non-saline
55.905	8.766965603	Non-saline
55.906	8.713290239	Non-saline
55.905	8.800174918	Non-saline
55.905	8.879287512	Non-saline
55.905	8.622977373	Non-saline
55.906	8.637431346	Non-saline
55.905	8.866731077	Non-saline
55.906	8.686586499	Non-saline
55.905	8.982177543	Non-saline
55.905	8.902321233	Non-saline
55.906	9.312734696	Non-saline
55.906	8.898157019	Non-saline
55.905	8.785455958	Non-saline
55.905	8.617036973	Non-saline
55.906	8.659554048	Non-saline
55.905	4.268727265	Non-saline
55.905	5.178984175	Non-saline
55.905	4.942999205	Non-saline
55.905	5.437954306	Non-saline
55.905	8.616236075	Non-saline
55.905	8.678132135	Non-saline
55.905	8.286263139	Non-saline
55.906	8.35243006	Non-saline
55.905	7.916243074	Non-saline
55.906	8.595830227	Non-saline
55.905	4.035398194	Non-saline
55.905	5.045452902	Non-saline
55.905	4.776936496	Non-saline
55.905	4.348168164	Non-saline
55.905	4.971677563	Non-saline
55.905	8.68634062	Non-saline
55.905	8.672491539	Non-saline
55.905	8.092994666	Non-saline
55.906	8.465518258	Non-saline
55.905	8.279008081	Non-saline
55.906	8.268796843	Non-saline
55.905	5.02352308	Non-saline
55.905	5.64677538	Non-saline
55.905	8.583004771	Non-saline
55.905	8.72583708	Non-saline
55.906	8.518622837	Non-saline
55.905	8.210003762	Non-saline
55.906	8.78381003	Non-saline
55.905	8.587329367	Non-saline
55.906	6.438518238	Non-saline
55.905	4.723613951	Non-saline
55.905	4.372398714	Non-saline
55.905	5.20234809	Non-saline
55.905	9.145521727	Non-saline
55.906	8.93480985	Non-saline
55.906	4.046482928	Non-saline
55.905	7.359207214	Non-saline
55.905	4.64654981	Non-saline
55.905	6.491258097	Non-saline
55.905	4.733665495	Non-saline
55.905	4.193787273	Non-saline
55.905	3.826086384	Non-saline
55.905	4.392549122	Non-saline
55.905	7.216711092	Non-saline
55.905	5.213110917	Non-saline
55.905	5.081010154	Non-saline
55.905	7.225386711	Non-saline
55.905	6.576199846	Non-saline
55.905	4.766435321	Non-saline
55.905	4.296684115	Non-saline
55.905	6.534890924	Non-saline
55.905	7.28836192	Non-saline
55.905	2.283827651	Non-saline
55.905	7.786235673	Non-saline
55.905	2.989791046	Non-saline
55.905	3.021252743	Non-saline
55.905	3.395706136	Non-saline
55.905	1.638775093	Non-saline
55.905	3.119637124	Non-saline
55.905	1.863841773	Non-saline
55.905	6.331812201	Non-saline
55.905	7.618834684	Non-saline
55.905	3.848817887	Non-saline
55.905	4.986510347	Non-saline
55.905	7.600619453	Non-saline
55.905	5.659732491	Non-saline
55.905	3.173803144	Non-saline
55.905	7.098564058	Non-saline
55.905	2.568725717	Non-saline
55.905	4.077869834	Non-saline
55.905	5.980612264	Non-saline
55.905	6.95929215	Non-saline
55.905	7.411727256	Non-saline
55.905	2.487815484	Non-saline
55.905	4.733992705	Non-saline
55.905	5.837135278	Non-saline
62.05	2.988274606	Non-saline
62.05	5.328216231	Non-saline
62.05	3.535630507	Non-saline
62.05	2.816736369	Non-saline
62.05	4.794575576	Non-saline
62.05	3.227222327	Non-saline
62.05	4.068224436	Non-saline
62.05	2.828615851	Non-saline
62.05	5.009128752	Non-saline
62.05	3.932956191	Non-saline
62.05	3.00693074	Non-saline
62.05	4.524554333	Non-saline
62.05	4.317759365	Non-saline
62.05	3.53321718	Non-saline
62.05	7.267828734	Non-saline
62.05	4.344795783	Non-saline
62.05	3.024749314	Non-saline
62.05	6.671980917	Non-saline
62.05	4.795262659	Non-saline
62.05	4.779894199	Non-saline
62.05	4.540042569	Non-saline
62.05	5.431604992	Non-saline
62.05	3.914665223	Non-saline
62.05	5.398047587	Non-saline
62.05	6.853052066	Non-saline
62.05	6.532609478	Non-saline
62.05	3.075848399	Non-saline
62.05	3.025277583	Non-saline
62.05	3.28576333	Non-saline
30.123961	6.874242749	Saline
30.123961	5.454920285	Saline
30.12397	4.023342617	Saline
30.12397	6.285241663	Saline
30.123934	9.874004055	Saline
30.123934	5.232427011	Saline
30.123961	6.141053742	Saline
30.12406	5.80627963	Saline
30.124259	8.337143241	Saline
30.124782	7.216332919	Saline
30.123889	7.722515517	Saline
30.125314	8.364418016	Saline
30.125314	8.836319317	Saline
30.125314	7.203725541	Saline
30.123826	8.121991558	Saline
30.123826	6.611691384	Saline
30.124755	7.2871467	Saline
30.124755	4.188292404	Saline
30.124755	7.251410282	Saline
30.124755	7.159105027	Saline
30.123934	5.869746942	Saline
30.123961	6.022278181	Saline
30.124466	7.171208582	Saline
30.124466	7.865198997	Saline
30.123465	5.234849262	Saline
30.123465	5.040041924	Saline
30.122599	6.416453481	Saline
30.122599	8.860963656	Saline
30.123492	4.772818753	Saline
30.123492	8.399229535	Saline
30.124286	7.817406536	Saline
30.124358	7.971485163	Saline
30.123555	5.85402699	Saline
30.124069	6.27211777	Saline
30.123871	4.651406134	Saline
30.124394	5.605247299	Saline
30.123835	1.118684918	Saline
30.123835	5.958362204	Saline
30.123357	7.069331809	Saline
30.123889	1.250683968	Saline
30.123889	5.75087313	Saline
30.124178	7.277741983	Saline
30.124178	7.525271787	Saline
30.125314	5.267691294	Saline
30.125008	5.142207083	Saline
30.124051	4.133565067	Saline
30.124051	6.909235068	Saline
30.124051	6.556268309	Saline
30.124051	7.677993513	Saline
38.862	3.397852046	Saline
38.862	3.742552709	Saline
38.862	2.885989704	Saline
38.862	1.300795106	Saline
38.862	6.468018206	Saline
38.862	8.50989678	Saline
38.862	8.13550187	Saline
38.862	8.030179156	Saline
38.862	6.059329976	Saline
38.862	5.116521229	Saline
38.862	6.349243392	Saline
38.862	3.111454651	Saline
44.4216	1.521280666	Saline
44.4216	1.413032794	Saline
44.4216	3.460178957	Saline
44.4216	3.971807278	Saline
44.4216	2.77408454	Saline
44.4512	1.771914695	Saline
44.4512	3.354402358	Saline
44.4453	2.826820024	Saline
44.4453	2.935960689	Saline
44.4453	6.498067824	Saline
44.597	7.157129174	Saline
44.597	5.464862143	Saline
44.597	5.109624444	Saline
44.597	5.268837735	Saline
44.597	6.283423503	Saline
44.597	7.858728759	Saline
44.597	2.335832321	Saline
57.183	8.546515494	Non-saline
57.183	8.526990177	Non-saline
57.183	8.679253824	Non-saline
57.183	8.796158885	Non-saline
57.183	8.71457139	Non-saline
57.183	7.10136016	Non-saline
57.183	8.886449721	Non-saline
57.183	8.887644599	Non-saline
57.183	8.753388845	Non-saline
57.183	9.065055129	Non-saline
57.183	8.895540629	Non-saline
57.183	8.90214169	Non-saline
57.183	8.997366978	Non-saline
57.183	8.234055314	Non-saline
45.183433	8.467061416	Non-saline
45.183433	8.523284332	Non-saline
45.183433	8.483571604	Non-saline
45.183433	8.541064812	Non-saline
45.183433	8.688364938	Non-saline
45.183433	8.521474865	Non-saline
45.942894	8.321278677	Non-saline
45.942894	7.576927446	Non-saline
45.942894	7.734941758	Non-saline
45.942894	8.662075394	Non-saline
45.942894	8.998872501	Non-saline
45.942894	7.963863041	Non-saline
45.942894	8.48738409	Non-saline
45.942894	9.012847048	Non-saline
45.942894	8.682268478	Non-saline
45.942894	8.64673594	Non-saline
45.942894	7.899980589	Non-saline
45.942894	8.176439648	Non-saline
45.942894	8.280269771	Non-saline
45.942894	7.785204591	Non-saline
45.414297	9.064625226	Non-saline
45.414297	8.880341879	Non-saline
45.414297	8.858294946	Non-saline
45.414297	9.090816786	Non-saline
45.414297	8.888987444	Non-saline
45.414297	8.798796996	Non-saline
45.414297	8.151848017	Non-saline
45.414297	8.820199287	Non-saline
45.652528	8.565779362	Non-saline
45.652528	9.004914306	Non-saline
45.652528	9.137234023	Non-saline
45.652528	9.452682027	Non-saline
45.652528	8.771774084	Non-saline
45.652528	8.565576412	Non-saline
45.652528	9.026458614	Non-saline
45.652528	9.158034019	Non-saline
45.322819	8.563538861	Non-saline
45.322819	8.640965739	Non-saline
45.322819	8.262628707	Non-saline
45.322819	8.740165975	Non-saline
45.322819	8.381018717	Non-saline
45.322819	8.559783681	Non-saline
45.322819	8.631048563	Non-saline
45.322819	8.70573905	Non-saline
65.154	7.616145408	Non-saline
65.154	7.423236698	Non-saline
65.154	7.476494405	Non-saline
65.154	6.874886312	Non-saline
29.69	7.499348048	Non-saline
29.69	7.033467127	Non-saline
29.69	7.290909654	Non-saline
19.931	8.405762806	Non-saline
19.931	8.28418011	Non-saline
40.177	8.202616699	Non-saline
40.177	8.056911953	Non-saline
40.177	8.175019983	Non-saline
40.177	8.122808039	Non-saline
50.868	7.413950751	Non-saline
50.865	6.809737033	Non-saline
50.867	8.536212945	Non-saline
50.867	7.632558347	Non-saline
50.867	8.141316677	Non-saline
50.864	7.575489656	Non-saline
50.866	7.476806222	Non-saline
50.866	7.220491801	Non-saline
50.866	3.687962848	Non-saline
50.866	8.229349062	Non-saline
50.52	8.403896846	Non-saline
50.516	8.104685796	Non-saline
50.515	6.862439791	Non-saline
50.867	7.61743553	Non-saline
50.867	7.731317244	Non-saline
50.867	8.049990287	Non-saline
50.879	7.309939018	Non-saline
50.877	7.923465223	Non-saline
50.865	6.312392111	Non-saline
9.112281667	4.363980568	Saline
9.112281667	3.160892967	Saline
9.112281667	2.373116714	Saline
26.895	6.65325379	Non-saline
27.013056	9.041605819	Non-saline
43.984	8.853472503	Non-saline
43.984	9.081356211	Non-saline
43.984	8.849248206	Non-saline
43.984	8.447275932	Non-saline
43.984	8.332461884	Non-saline
43.984	8.820090459	Non-saline
43.984	8.9534577	Non-saline
43.984	8.883657845	Non-saline
43.984	8.876873906	Non-saline
43.984	8.917707134	Non-saline
43.984	9.098940611	Non-saline
43.984	8.54172888	Non-saline
43.984	8.038770047	Non-saline
43.984	8.967390249	Non-saline
43.984	9.035613109	Non-saline
43.984	8.622559546	Non-saline
43.984	8.275426839	Non-saline
43.984	8.963609587	Non-saline
43.984	9.097962456	Non-saline
43.984	8.680333891	Non-saline
43.984	8.833157428	Non-saline
43.984	8.93606616	Non-saline
43.984	8.856197275	Non-saline
43.984	8.666300579	Non-saline
43.984	8.570941685	Non-saline
43.984	8.879272955	Non-saline
43.984	8.962187095	Non-saline
43.984	8.301886506	Non-saline
43.984	7.821342067	Non-saline
43.984	9.105347432	Non-saline
43.984	8.667658091	Non-saline
43.984	8.605776823	Non-saline
43.984	8.41656774	Non-saline
43.984	8.961802244	Non-saline
43.984	8.947925734	Non-saline
43.984	8.787261032	Non-saline
43.985	9.161465415	Non-saline
43.985	9.041217468	Non-saline
43.985	8.849771636	Non-saline
43.985	7.84234483	Non-saline
43.985	8.636729343	Non-saline
43.985	8.940690584	Non-saline
43.985	8.63954623	Non-saline
43.985	8.337711799	Non-saline
43.985	8.490174168	Non-saline
43.985	8.770477023	Non-saline
43.985	8.56739147	Non-saline
43.985	8.262237984	Non-saline
20.91	4.049561617	Non-saline
20.91	2.985923442	Saline
20.91	5.144610866	Saline
20.586	5.938639904	Non-saline
20.586	5.475672654	Saline
20.586	5.020727709	Saline
20.586	5.855358573	Non-saline
20.586	5.10436617	Saline
20.586	5.257400255	Saline
20.989	5.352995975	Non-saline
20.989	5.512546739	Saline
20.989	3.785549256	Saline
20.37	6.154418136	Non-saline
20.37	6.145147388	Saline
20.91	7.330529728	Non-saline
20.91	4.842429619	Saline
20.91	3.476798958	Saline
20.37	6.168684161	Non-saline
20.37	7.332794397	Saline
51.024	2.810599455	Non-saline
51.024	3.809440045	Non-saline
51.024	3.776744931	Non-saline
51.024	2.54006519	Non-saline
51.024	5.417100629	Non-saline
51.024	4.188502493	Non-saline
51.024	5.634153643	Non-saline
51.024	5.139431978	Non-saline
51.024	4.47828088	Non-saline
51.024	5.311907181	Non-saline
51.024	6.260676916	Non-saline
51.024	8.387877988	Non-saline
51.024	4.062347088	Non-saline
51.024	4.018371447	Non-saline
51.024	6.307813478	Non-saline
51.024	5.127392133	Non-saline
51.024	6.199918677	Non-saline
51.024	6.010662319	Non-saline
51.024	5.499734982	Non-saline
51.024	4.674164907	Non-saline
51.024	3.467712575	Non-saline
51.024	4.130574129	Non-saline
51.024	3.371041222	Non-saline
51.024	4.307964088	Non-saline
51.024	2.651507912	Non-saline
51.024	4.187417369	Non-saline
51.024	3.026093251	Non-saline
51.024	4.796302035	Non-saline
51.024	4.655592287	Non-saline
51.024	3.349761197	Non-saline
51.024	5.864235661	Non-saline
51.024	4.623254128	Non-saline
51.024	5.94219992	Non-saline
51.024	5.130997672	Non-saline
51.024	3.772711442	Non-saline
51.024	2.711380731	Non-saline
51.024	4.945782956	Non-saline
51.024	2.886386157	Non-saline
51.024	4.042503658	Non-saline
51.024	4.280924918	Non-saline
51.024	5.711869986	Non-saline
51.024	2.689241865	Non-saline
51.024	4.305108253	Non-saline
51.024	4.335261178	Non-saline
51.024	2.571602445	Non-saline
51.024	3.008293305	Non-saline
51.024	5.408175101	Non-saline
51.024	7.599518293	Non-saline
51.024	3.823873964	Non-saline
51.024	3.902210295	Non-saline
51.024	4.88612619	Non-saline
51.024	6.478510835	Non-saline
51.024	6.059138003	Non-saline
51.024	3.259388893	Non-saline
51.024	3.593861991	Non-saline
51.024	3.887372312	Non-saline
51.024	2.806412564	Non-saline
51.024	6.736796332	Non-saline
51.024	5.658080107	Non-saline
51.024	4.100347649	Non-saline
51.024	5.336079563	Non-saline
51.024	5.031996407	Non-saline
51.024	4.320843493	Non-saline
51.024	4.611734959	Non-saline
51.024	5.609573826	Non-saline
51.024	4.579109708	Non-saline
51.024	3.783776316	Non-saline
51.024	4.484298914	Non-saline
51.024	3.624794184	Non-saline
51.024	5.675010992	Non-saline
51.024	4.88000572	Non-saline
51.024	4.797736402	Non-saline
51.024	4.858563086	Non-saline
51.024	5.121962721	Non-saline
51.024	4.99119478	Non-saline
51.024	5.355582658	Non-saline
51.024	5.512013309	Non-saline
51.024	5.616051053	Non-saline
51.024	6.355568526	Non-saline
51.024	6.00969343	Non-saline
51.024	5.920662235	Non-saline
51.024	6.737173562	Non-saline
51.024	3.076529902	Non-saline
51.024	8.775720402	Non-saline
51.024	5.689171477	Non-saline
51.024	5.28245668	Non-saline
51.024	8.700997899	Non-saline
51.024	6.134709417	Non-saline
51.024	5.702854991	Non-saline
51.024	5.054086458	Non-saline
51.024	5.797651526	Non-saline
51.024	4.846860597	Non-saline
51.024	5.799091146	Non-saline
51.024	6.696048044	Non-saline
51.024	5.154872849	Non-saline
51.024	5.254176023	Non-saline
51.024	4.903215797	Non-saline
51.024	3.505248929	Non-saline
51.024	4.197387499	Non-saline
51.024	3.915320268	Non-saline
51.024	4.869158208	Non-saline
51.024	4.421626357	Non-saline
51.024	4.632391671	Non-saline
51.024	4.974866575	Non-saline
51.024	4.428260925	Non-saline
51.024	8.548036336	Non-saline
51.024	5.871653773	Non-saline
51.024	3.662350329	Non-saline
51.024	5.26292001	Non-saline
51.024	4.410373978	Non-saline
51.024	4.27971086	Non-saline
51.024	4.599099443	Non-saline
51.024	5.26185249	Non-saline
51.024	4.606180885	Non-saline
51.024	3.958230103	Non-saline
51.024	5.029565072	Non-saline
51.024	5.102082018	Non-saline
51.024	4.262642845	Non-saline
51.024	3.572104452	Non-saline
51.024	3.687118097	Non-saline
51.024	3.825833108	Non-saline
51.024	6.292658888	Non-saline
51.024	3.531272376	Non-saline
51.024	8.521648063	Non-saline
51.024	4.06144044	Non-saline
51.024	2.681941799	Non-saline
51.024	8.401438876	Non-saline
51.024	5.289582708	Non-saline
51.024	4.200411544	Non-saline
51.024	5.597081611	Non-saline
51.024	3.433605157	Non-saline
51.024	5.27532933	Non-saline
51.024	3.46061364	Non-saline
51.024	4.742686038	Non-saline
51.024	4.67773502	Non-saline
51.024	5.664218983	Non-saline
51.024	6.314764423	Non-saline
51.024	4.791595317	Non-saline
51.024	6.220114603	Non-saline
51.024	6.97669715	Non-saline
51.024	5.875849121	Non-saline
51.024	2.651211583	Non-saline
51.024	6.455166017	Non-saline
51.024	5.622313196	Non-saline
51.024	5.882518331	Non-saline
51.024	3.542971418	Non-saline
51.024	4.295048743	Non-saline
51.024	4.68899023	Non-saline
51.024	6.909075113	Non-saline
51.024	4.628557362	Non-saline
51.024	5.693624459	Non-saline
51.024	4.667353478	Non-saline
51.024	4.718595156	Non-saline
51.024	7.06575643	Non-saline
51.024	6.405478432	Non-saline
51.024	4.72665656	Non-saline
51.024	6.133957748	Non-saline
51.024	4.957452782	Non-saline
51.024	6.213436844	Non-saline
51.024	4.39908267	Non-saline
51.024	4.873562142	Non-saline
51.024	4.921216207	Non-saline
