ID	group
2192.H07b.Kitchen.Light.Switch.3939.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Bathroom.Door.Knob.2838.lane1.NoIndex.L001	"[2,3)"
925.SG1z	"[2,3)"
1034.CHB3	"[2,3)"
2192.H05b.Bathroom.Door.Knob.2790.lane6.NoIndex.L006	"[2,3)"
2192.H05b.Kitchen.Floor.2666.lane5.NoIndex.L005	"[2,3)"
945.P9.G10.lane3.NoIndex.L003	"[2,3)"
2192.H07a.Bathroom.Door.Knob.3678.lane2.NoIndex.L002	"[2,3)"
945.P5.E6.lane2.NoIndex.L002	"[2,3)"
1883.2007.466.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
1721.S29M	"[2,3)"
1883.2007.464.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P1.B6.lane2.NoIndex.L002	"[2,3)"
1288.NSBH19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	"[2,3)"
1721.B29T	"[2,3)"
1883.2007.463.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
1883.2007.479.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P10.D6.lane3.NoIndex.L003	"[2,3)"
1288.MAH23Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	"[2,3)"
755.SSF.uneven.mix3.lane3.NoIndex.L003	"[2,3)"
1883.2007.465.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H04a.Bedroom.Floor.1876.lane6.NoIndex.L006	"[2,3)"
1883.2009.348.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
755.LSSF.GAMMA.D5.02.06.11.lane1.NoIndex.L001	"[2,3)"
925.SG2y	"[2,3)"
945.P5.D9.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Kitchen.Counter.2737.lane5.NoIndex.L005	"[2,3)"
1883.2007.454.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.SG2z	"[2,3)"
